Start date;End date;Total [MWh] Calculated resolutions;Photovoltaics and wind [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other [MWh] Calculated resolutions
Jan 1, 2024 12:00 AM;Jan 1, 2024 1:00 AM;52,069.80;35,215.75;5,262.75;29,953.00;0.00;16,854.05
Jan 1, 2024 1:00 AM;Jan 1, 2024 2:00 AM;50,745.32;34,737.75;5,068.00;29,669.75;0.00;16,007.57
Jan 1, 2024 2:00 AM;Jan 1, 2024 3:00 AM;50,574.16;34,483.75;4,932.25;29,551.50;0.00;16,090.41
Jan 1, 2024 3:00 AM;Jan 1, 2024 4:00 AM;49,344.13;34,045.00;4,762.00;29,283.00;0.00;15,299.13
Jan 1, 2024 4:00 AM;Jan 1, 2024 5:00 AM;48,517.03;33,671.75;4,571.25;29,100.50;0.00;14,845.28
Jan 1, 2024 5:00 AM;Jan 1, 2024 6:00 AM;48,636.55;33,479.75;4,357.75;29,122.00;0.00;15,156.80
Jan 1, 2024 6:00 AM;Jan 1, 2024 7:00 AM;48,977.41;33,747.25;4,198.00;29,549.25;0.00;15,230.16
Jan 1, 2024 7:00 AM;Jan 1, 2024 8:00 AM;50,189.85;33,912.00;4,144.25;29,767.75;0.00;16,277.85
Jan 1, 2024 8:00 AM;Jan 1, 2024 9:00 AM;54,318.55;34,773.50;4,166.75;29,971.50;635.25;19,545.05
Jan 1, 2024 9:00 AM;Jan 1, 2024 10:00 AM;57,979.36;37,707.75;4,234.00;29,984.00;3,489.75;20,271.61
Jan 1, 2024 10:00 AM;Jan 1, 2024 11:00 AM;61,084.58;40,712.00;4,225.50;29,954.25;6,532.25;20,372.58
Jan 1, 2024 11:00 AM;Jan 1, 2024 12:00 PM;63,552.43;42,455.00;4,236.75;30,128.25;8,090.00;21,097.43
Jan 1, 2024 12:00 PM;Jan 1, 2024 1:00 PM;64,208.08;42,554.75;4,246.25;30,268.25;8,040.25;21,653.33
Jan 1, 2024 1:00 PM;Jan 1, 2024 2:00 PM;61,870.28;41,099.00;4,279.50;29,971.00;6,848.50;20,771.28
Jan 1, 2024 2:00 PM;Jan 1, 2024 3:00 PM;57,614.56;37,971.00;4,295.25;29,102.75;4,573.00;19,643.56
Jan 1, 2024 3:00 PM;Jan 1, 2024 4:00 PM;53,536.09;34,006.25;4,224.00;28,061.25;1,721.00;19,529.84
Jan 1, 2024 4:00 PM;Jan 1, 2024 5:00 PM;52,115.33;31,298.25;4,015.25;27,168.25;114.75;20,817.08
Jan 1, 2024 5:00 PM;Jan 1, 2024 6:00 PM;53,384.66;31,199.25;4,336.00;26,863.25;0.00;22,185.41
Jan 1, 2024 6:00 PM;Jan 1, 2024 7:00 PM;54,726.88;31,199.25;4,521.00;26,678.25;0.00;23,527.63
Jan 1, 2024 7:00 PM;Jan 1, 2024 8:00 PM;55,508.05;30,735.50;4,528.00;26,207.50;0.00;24,772.55
Jan 1, 2024 8:00 PM;Jan 1, 2024 9:00 PM;53,147.14;29,883.25;4,417.50;25,465.75;0.00;23,263.89
Jan 1, 2024 9:00 PM;Jan 1, 2024 10:00 PM;50,525.27;28,417.00;4,250.25;24,166.75;0.00;22,108.27
Jan 1, 2024 10:00 PM;Jan 1, 2024 11:00 PM;47,818.38;26,556.00;3,988.25;22,567.75;0.00;21,262.38
Jan 1, 2024 11:00 PM;Jan 2, 2024 12:00 AM;45,278.04;24,730.50;3,580.25;21,150.25;0.00;20,547.54
Jan 2, 2024 12:00 AM;Jan 2, 2024 1:00 AM;44,297.20;23,956.25;3,676.75;20,279.50;0.00;20,340.95
Jan 2, 2024 1:00 AM;Jan 2, 2024 2:00 AM;43,341.18;23,108.25;3,701.00;19,407.25;0.00;20,232.93
Jan 2, 2024 2:00 AM;Jan 2, 2024 3:00 AM;44,060.42;23,118.50;3,781.75;19,336.75;0.00;20,941.92
Jan 2, 2024 3:00 AM;Jan 2, 2024 4:00 AM;44,848.99;24,374.75;4,113.25;20,261.50;0.00;20,474.24
Jan 2, 2024 4:00 AM;Jan 2, 2024 5:00 AM;46,839.30;26,553.00;4,493.50;22,059.50;0.00;20,286.30
Jan 2, 2024 5:00 AM;Jan 2, 2024 6:00 AM;50,247.48;29,221.00;4,745.50;24,475.50;0.00;21,026.48
Jan 2, 2024 6:00 AM;Jan 2, 2024 7:00 AM;55,589.37;32,043.00;4,778.25;27,264.75;0.00;23,546.37
Jan 2, 2024 7:00 AM;Jan 2, 2024 8:00 AM;60,561.72;34,034.25;4,749.50;29,284.75;0.00;26,527.47
Jan 2, 2024 8:00 AM;Jan 2, 2024 9:00 AM;64,049.87;35,844.00;4,737.25;30,958.00;148.75;28,205.87
Jan 2, 2024 9:00 AM;Jan 2, 2024 10:00 AM;64,834.81;37,072.00;4,618.25;31,877.75;576.00;27,762.81
Jan 2, 2024 10:00 AM;Jan 2, 2024 11:00 AM;64,200.62;37,455.50;4,590.25;31,889.25;976.00;26,745.12
Jan 2, 2024 11:00 AM;Jan 2, 2024 12:00 PM;62,969.51;36,990.00;4,506.50;31,199.00;1,284.50;25,979.51
Jan 2, 2024 12:00 PM;Jan 2, 2024 1:00 PM;61,273.90;35,973.75;4,408.75;30,179.00;1,386.00;25,300.15
Jan 2, 2024 1:00 PM;Jan 2, 2024 2:00 PM;59,478.77;34,406.00;4,148.25;29,034.00;1,223.75;25,072.77
Jan 2, 2024 2:00 PM;Jan 2, 2024 3:00 PM;57,565.93;32,190.50;3,806.50;27,600.50;783.50;25,375.43
Jan 2, 2024 3:00 PM;Jan 2, 2024 4:00 PM;57,540.91;30,282.50;3,355.00;26,587.00;340.50;27,258.41
Jan 2, 2024 4:00 PM;Jan 2, 2024 5:00 PM;58,948.50;29,834.75;3,279.75;26,498.75;56.25;29,113.75
Jan 2, 2024 5:00 PM;Jan 2, 2024 6:00 PM;60,624.21;31,263.75;3,585.50;27,678.25;0.00;29,360.46
Jan 2, 2024 6:00 PM;Jan 2, 2024 7:00 PM;62,920.94;33,660.75;4,161.50;29,499.25;0.00;29,260.19
Jan 2, 2024 7:00 PM;Jan 2, 2024 8:00 PM;64,575.82;36,053.50;4,812.25;31,241.25;0.00;28,522.32
Jan 2, 2024 8:00 PM;Jan 2, 2024 9:00 PM;65,206.24;38,215.50;5,238.75;32,976.75;0.00;26,990.74
Jan 2, 2024 9:00 PM;Jan 2, 2024 10:00 PM;65,341.64;40,033.00;5,359.50;34,673.50;0.00;25,308.64
Jan 2, 2024 10:00 PM;Jan 2, 2024 11:00 PM;64,931.03;41,042.75;5,266.75;35,776.00;0.00;23,888.28
Jan 2, 2024 11:00 PM;Jan 3, 2024 12:00 AM;64,376.27;42,335.00;5,095.50;37,239.50;0.00;22,041.27
Jan 3, 2024 12:00 AM;Jan 3, 2024 1:00 AM;59,123.98;41,741.25;3,180.00;38,561.25;0.00;17,382.73
Jan 3, 2024 1:00 AM;Jan 3, 2024 2:00 AM;56,940.13;41,364.50;2,968.75;38,395.75;0.00;15,575.63
Jan 3, 2024 2:00 AM;Jan 3, 2024 3:00 AM;57,087.38;41,720.25;2,782.00;38,938.25;0.00;15,367.13
Jan 3, 2024 3:00 AM;Jan 3, 2024 4:00 AM;57,272.38;42,262.25;2,801.25;39,461.00;0.00;15,010.13
Jan 3, 2024 4:00 AM;Jan 3, 2024 5:00 AM;57,633.83;42,864.25;2,907.50;39,956.75;0.00;14,769.58
Jan 3, 2024 5:00 AM;Jan 3, 2024 6:00 AM;59,103.75;43,192.75;2,916.75;40,276.00;0.00;15,911.00
Jan 3, 2024 6:00 AM;Jan 3, 2024 7:00 AM;67,035.57;46,480.00;4,005.75;42,474.25;0.00;20,555.57
Jan 3, 2024 7:00 AM;Jan 3, 2024 8:00 AM;72,100.96;46,988.50;4,015.75;42,972.75;0.00;25,112.46
Jan 3, 2024 8:00 AM;Jan 3, 2024 9:00 AM;73,886.53;47,076.75;3,996.50;42,664.50;415.75;26,809.78
Jan 3, 2024 9:00 AM;Jan 3, 2024 10:00 AM;74,663.46;48,233.75;3,956.00;42,073.50;2,204.25;26,429.71
Jan 3, 2024 10:00 AM;Jan 3, 2024 11:00 AM;74,916.73;49,817.50;3,896.00;41,776.00;4,145.50;25,099.23
Jan 3, 2024 11:00 AM;Jan 3, 2024 12:00 PM;75,198.71;51,124.75;3,833.25;41,816.75;5,474.75;24,073.96
Jan 3, 2024 12:00 PM;Jan 3, 2024 1:00 PM;74,746.71;51,242.00;3,780.25;41,494.50;5,967.25;23,504.71
Jan 3, 2024 1:00 PM;Jan 3, 2024 2:00 PM;72,861.50;49,682.50;3,696.25;40,625.50;5,360.75;23,179.00
Jan 3, 2024 2:00 PM;Jan 3, 2024 3:00 PM;69,486.98;46,541.25;3,566.00;39,303.00;3,672.25;22,945.73
Jan 3, 2024 3:00 PM;Jan 3, 2024 4:00 PM;66,466.35;42,543.25;3,434.00;37,643.25;1,466.00;23,923.10
Jan 3, 2024 4:00 PM;Jan 3, 2024 5:00 PM;64,684.65;39,261.75;3,293.75;35,835.75;132.25;25,422.90
Jan 3, 2024 5:00 PM;Jan 3, 2024 6:00 PM;65,147.97;37,168.00;3,173.50;33,994.50;0.00;27,979.97
Jan 3, 2024 6:00 PM;Jan 3, 2024 7:00 PM;64,903.91;35,340.50;3,070.25;32,270.25;0.00;29,563.41
Jan 3, 2024 7:00 PM;Jan 3, 2024 8:00 PM;62,866.12;33,875.50;3,002.50;30,873.00;0.00;28,990.62
Jan 3, 2024 8:00 PM;Jan 3, 2024 9:00 PM;58,546.96;32,939.75;3,033.25;29,906.50;0.00;25,607.21
Jan 3, 2024 9:00 PM;Jan 3, 2024 10:00 PM;55,834.30;32,206.50;3,148.00;29,058.50;0.00;23,627.80
Jan 3, 2024 10:00 PM;Jan 3, 2024 11:00 PM;53,498.05;31,433.50;3,288.50;28,145.00;0.00;22,064.55
Jan 3, 2024 11:00 PM;Jan 4, 2024 12:00 AM;52,453.31;31,180.50;3,452.75;27,727.75;0.00;21,272.81
Jan 4, 2024 12:00 AM;Jan 4, 2024 1:00 AM;52,839.92;35,351.75;3,441.25;31,910.50;0.00;17,488.17
Jan 4, 2024 1:00 AM;Jan 4, 2024 2:00 AM;52,433.59;35,534.75;3,546.25;31,988.50;0.00;16,898.84
Jan 4, 2024 2:00 AM;Jan 4, 2024 3:00 AM;52,551.71;35,898.50;3,578.00;32,320.50;0.00;16,653.21
Jan 4, 2024 3:00 AM;Jan 4, 2024 4:00 AM;53,046.02;36,409.25;3,572.00;32,837.25;0.00;16,636.77
Jan 4, 2024 4:00 AM;Jan 4, 2024 5:00 AM;53,698.83;36,817.25;3,592.25;33,225.00;0.00;16,881.58
Jan 4, 2024 5:00 AM;Jan 4, 2024 6:00 AM;55,225.94;37,028.25;3,583.25;33,445.00;0.00;18,197.69
Jan 4, 2024 6:00 AM;Jan 4, 2024 7:00 AM;58,283.86;37,136.75;3,451.00;33,685.75;0.00;21,147.11
Jan 4, 2024 7:00 AM;Jan 4, 2024 8:00 AM;61,441.17;36,186.25;3,251.00;32,935.25;0.00;25,254.92
Jan 4, 2024 8:00 AM;Jan 4, 2024 9:00 AM;62,672.31;35,345.50;2,998.50;32,076.75;270.25;27,326.81
Jan 4, 2024 9:00 AM;Jan 4, 2024 10:00 AM;61,876.91;35,219.75;2,681.25;31,097.50;1,441.00;26,657.16
Jan 4, 2024 10:00 AM;Jan 4, 2024 11:00 AM;61,199.65;35,406.50;2,394.75;30,028.75;2,983.00;25,793.15
Jan 4, 2024 11:00 AM;Jan 4, 2024 12:00 PM;60,390.57;35,361.50;2,150.25;28,867.50;4,343.75;25,029.07
Jan 4, 2024 12:00 PM;Jan 4, 2024 1:00 PM;59,054.04;34,461.25;1,925.00;27,518.00;5,018.25;24,592.79
Jan 4, 2024 1:00 PM;Jan 4, 2024 2:00 PM;56,730.37;32,312.75;1,771.25;25,698.00;4,843.50;24,417.62
Jan 4, 2024 2:00 PM;Jan 4, 2024 3:00 PM;53,447.29;28,268.75;1,690.75;22,944.50;3,633.50;25,178.54
Jan 4, 2024 3:00 PM;Jan 4, 2024 4:00 PM;50,213.29;23,065.75;1,666.00;19,802.50;1,597.25;27,147.54
Jan 4, 2024 4:00 PM;Jan 4, 2024 5:00 PM;49,009.35;18,497.75;1,668.00;16,651.25;178.50;30,511.60
Jan 4, 2024 5:00 PM;Jan 4, 2024 6:00 PM;48,884.97;15,305.50;1,666.25;13,639.25;0.00;33,579.47
Jan 4, 2024 6:00 PM;Jan 4, 2024 7:00 PM;47,469.30;12,683.50;1,654.25;11,029.25;0.00;34,785.80
Jan 4, 2024 7:00 PM;Jan 4, 2024 8:00 PM;45,901.88;10,780.50;1,692.50;9,088.00;0.00;35,121.38
Jan 4, 2024 8:00 PM;Jan 4, 2024 9:00 PM;42,430.10;9,767.50;1,794.75;7,972.75;0.00;32,662.60
Jan 4, 2024 9:00 PM;Jan 4, 2024 10:00 PM;40,047.11;9,057.25;1,956.50;7,100.75;0.00;30,989.86
Jan 4, 2024 10:00 PM;Jan 4, 2024 11:00 PM;38,170.43;8,894.00;2,246.50;6,647.50;0.00;29,276.43
Jan 4, 2024 11:00 PM;Jan 5, 2024 12:00 AM;36,868.66;9,511.75;2,657.75;6,854.00;0.00;27,356.91
Jan 5, 2024 12:00 AM;Jan 5, 2024 1:00 AM;36,749.79;11,681.25;3,695.50;7,985.75;0.00;25,068.54
Jan 5, 2024 1:00 AM;Jan 5, 2024 2:00 AM;37,889.17;13,492.25;4,351.50;9,140.75;0.00;24,396.92
Jan 5, 2024 2:00 AM;Jan 5, 2024 3:00 AM;39,437.99;15,310.00;4,722.00;10,588.00;0.00;24,127.99
Jan 5, 2024 3:00 AM;Jan 5, 2024 4:00 AM;40,122.16;16,954.75;4,821.75;12,133.00;0.00;23,167.41
Jan 5, 2024 4:00 AM;Jan 5, 2024 5:00 AM;41,859.24;18,624.75;4,820.50;13,804.25;0.00;23,234.49
Jan 5, 2024 5:00 AM;Jan 5, 2024 6:00 AM;44,975.03;20,492.25;4,799.50;15,692.75;0.00;24,482.78
Jan 5, 2024 6:00 AM;Jan 5, 2024 7:00 AM;49,521.88;22,453.25;4,727.00;17,726.25;0.00;27,068.63
Jan 5, 2024 7:00 AM;Jan 5, 2024 8:00 AM;55,540.10;23,719.25;4,666.75;19,052.50;0.00;31,820.85
Jan 5, 2024 8:00 AM;Jan 5, 2024 9:00 AM;58,614.77;25,192.75;4,607.00;20,208.25;377.50;33,422.02
Jan 5, 2024 9:00 AM;Jan 5, 2024 10:00 AM;61,637.41;27,875.75;4,590.50;21,089.50;2,195.75;33,761.66
Jan 5, 2024 10:00 AM;Jan 5, 2024 11:00 AM;62,619.53;30,423.50;4,583.25;21,444.50;4,395.75;32,196.03
Jan 5, 2024 11:00 AM;Jan 5, 2024 12:00 PM;62,812.13;31,624.50;4,609.25;21,260.00;5,755.25;31,187.63
Jan 5, 2024 12:00 PM;Jan 5, 2024 1:00 PM;62,026.96;31,422.25;4,653.75;20,927.75;5,840.75;30,604.71
Jan 5, 2024 1:00 PM;Jan 5, 2024 2:00 PM;60,635.36;30,386.25;4,728.75;20,876.50;4,781.00;30,249.11
Jan 5, 2024 2:00 PM;Jan 5, 2024 3:00 PM;58,542.40;28,428.75;4,831.25;20,597.50;3,000.00;30,113.65
Jan 5, 2024 3:00 PM;Jan 5, 2024 4:00 PM;57,355.38;26,348.50;4,876.00;20,335.00;1,137.50;31,006.88
Jan 5, 2024 4:00 PM;Jan 5, 2024 5:00 PM;57,165.96;25,217.00;4,759.25;20,347.50;110.25;31,948.96
Jan 5, 2024 5:00 PM;Jan 5, 2024 6:00 PM;58,978.14;25,630.75;5,271.00;20,359.75;0.00;33,347.39
Jan 5, 2024 6:00 PM;Jan 5, 2024 7:00 PM;59,361.12;25,680.75;5,562.75;20,118.00;0.00;33,680.37
Jan 5, 2024 7:00 PM;Jan 5, 2024 8:00 PM;58,112.78;25,235.25;5,601.25;19,634.00;0.00;32,877.53
Jan 5, 2024 8:00 PM;Jan 5, 2024 9:00 PM;55,903.27;24,754.75;5,625.00;19,129.75;0.00;31,148.52
Jan 5, 2024 9:00 PM;Jan 5, 2024 10:00 PM;53,093.98;23,874.50;5,611.75;18,262.75;0.00;29,219.48
Jan 5, 2024 10:00 PM;Jan 5, 2024 11:00 PM;50,396.10;22,685.25;5,635.75;17,049.50;0.00;27,710.85
Jan 5, 2024 11:00 PM;Jan 6, 2024 12:00 AM;47,600.56;21,596.00;5,628.25;15,967.75;0.00;26,004.56
Jan 6, 2024 12:00 AM;Jan 6, 2024 1:00 AM;47,904.20;21,468.50;5,690.00;15,778.50;0.00;26,435.70
Jan 6, 2024 1:00 AM;Jan 6, 2024 2:00 AM;45,236.38;20,367.00;5,692.75;14,674.25;0.00;24,869.38
Jan 6, 2024 2:00 AM;Jan 6, 2024 3:00 AM;44,112.71;19,512.00;5,657.75;13,854.25;0.00;24,600.71
Jan 6, 2024 3:00 AM;Jan 6, 2024 4:00 AM;43,076.56;18,929.00;5,653.50;13,275.50;0.00;24,147.56
Jan 6, 2024 4:00 AM;Jan 6, 2024 5:00 AM;42,882.20;18,587.75;5,656.00;12,931.75;0.00;24,294.45
Jan 6, 2024 5:00 AM;Jan 6, 2024 6:00 AM;42,988.15;18,356.25;5,650.75;12,705.50;0.00;24,631.90
Jan 6, 2024 6:00 AM;Jan 6, 2024 7:00 AM;43,467.61;18,220.00;5,589.00;12,631.00;0.00;25,247.61
Jan 6, 2024 7:00 AM;Jan 6, 2024 8:00 AM;44,375.33;17,773.75;5,581.75;12,192.00;0.00;26,601.58
Jan 6, 2024 8:00 AM;Jan 6, 2024 9:00 AM;45,769.89;17,704.25;5,570.00;11,934.00;200.25;28,065.64
Jan 6, 2024 9:00 AM;Jan 6, 2024 10:00 AM;46,877.38;18,213.00;5,530.75;11,660.50;1,021.75;28,664.38
Jan 6, 2024 10:00 AM;Jan 6, 2024 11:00 AM;48,354.08;18,922.75;5,447.50;11,358.75;2,116.50;29,431.33
Jan 6, 2024 11:00 AM;Jan 6, 2024 12:00 PM;48,796.53;19,472.50;5,375.00;11,141.50;2,956.00;29,324.03
Jan 6, 2024 12:00 PM;Jan 6, 2024 1:00 PM;47,849.96;19,372.75;5,319.50;11,045.25;3,008.00;28,477.21
Jan 6, 2024 1:00 PM;Jan 6, 2024 2:00 PM;46,544.80;18,838.75;5,287.50;11,185.25;2,366.00;27,706.05
Jan 6, 2024 2:00 PM;Jan 6, 2024 3:00 PM;45,362.32;18,185.00;5,264.75;11,491.25;1,429.00;27,177.32
Jan 6, 2024 3:00 PM;Jan 6, 2024 4:00 PM;44,847.49;17,714.75;5,277.75;11,868.00;569.00;27,132.74
Jan 6, 2024 4:00 PM;Jan 6, 2024 5:00 PM;45,771.85;17,722.00;5,299.75;12,348.25;74.00;28,049.85
Jan 6, 2024 5:00 PM;Jan 6, 2024 6:00 PM;48,655.81;18,264.25;5,307.50;12,956.75;0.00;30,391.56
Jan 6, 2024 6:00 PM;Jan 6, 2024 7:00 PM;50,413.02;18,760.50;5,268.50;13,492.00;0.00;31,652.52
Jan 6, 2024 7:00 PM;Jan 6, 2024 8:00 PM;50,346.95;19,077.75;5,160.25;13,917.50;0.00;31,269.20
Jan 6, 2024 8:00 PM;Jan 6, 2024 9:00 PM;47,721.93;19,493.50;5,055.75;14,437.75;0.00;28,228.43
Jan 6, 2024 9:00 PM;Jan 6, 2024 10:00 PM;46,018.15;19,644.50;4,922.25;14,722.25;0.00;26,373.65
Jan 6, 2024 10:00 PM;Jan 6, 2024 11:00 PM;44,718.04;19,704.50;4,808.50;14,896.00;0.00;25,013.54
Jan 6, 2024 11:00 PM;Jan 7, 2024 12:00 AM;43,874.56;19,850.75;4,652.25;15,198.50;0.00;24,023.81
Jan 7, 2024 12:00 AM;Jan 7, 2024 1:00 AM;40,556.69;18,521.25;4,473.50;14,047.75;0.00;22,035.44
Jan 7, 2024 1:00 AM;Jan 7, 2024 2:00 AM;39,501.22;18,484.00;4,302.50;14,181.50;0.00;21,017.22
Jan 7, 2024 2:00 AM;Jan 7, 2024 3:00 AM;38,105.73;18,620.00;4,142.00;14,478.00;0.00;19,485.73
Jan 7, 2024 3:00 AM;Jan 7, 2024 4:00 AM;37,324.25;18,728.25;3,973.25;14,755.00;0.00;18,596.00
Jan 7, 2024 4:00 AM;Jan 7, 2024 5:00 AM;37,202.28;18,884.25;3,780.00;15,104.25;0.00;18,318.03
Jan 7, 2024 5:00 AM;Jan 7, 2024 6:00 AM;37,572.36;19,005.25;3,602.00;15,403.25;0.00;18,567.11
Jan 7, 2024 6:00 AM;Jan 7, 2024 7:00 AM;38,225.48;19,026.00;3,396.50;15,629.50;0.00;19,199.48
Jan 7, 2024 7:00 AM;Jan 7, 2024 8:00 AM;39,953.74;18,789.50;3,180.50;15,609.00;0.00;21,164.24
Jan 7, 2024 8:00 AM;Jan 7, 2024 9:00 AM;42,553.48;18,704.50;2,972.50;15,462.25;269.75;23,848.98
Jan 7, 2024 9:00 AM;Jan 7, 2024 10:00 AM;44,538.01;19,553.75;2,780.00;15,193.00;1,580.75;24,984.26
Jan 7, 2024 10:00 AM;Jan 7, 2024 11:00 AM;46,397.18;20,962.25;2,625.25;14,846.50;3,490.50;25,434.93
Jan 7, 2024 11:00 AM;Jan 7, 2024 12:00 PM;47,917.76;22,343.25;2,529.00;14,783.25;5,031.00;25,574.51
Jan 7, 2024 12:00 PM;Jan 7, 2024 1:00 PM;48,337.73;23,057.25;2,498.25;15,028.25;5,530.75;25,280.48
Jan 7, 2024 1:00 PM;Jan 7, 2024 2:00 PM;46,827.56;23,056.50;2,521.50;15,572.75;4,962.25;23,771.06
Jan 7, 2024 2:00 PM;Jan 7, 2024 3:00 PM;46,071.76;21,987.00;2,611.75;16,086.00;3,289.25;24,084.76
Jan 7, 2024 3:00 PM;Jan 7, 2024 4:00 PM;46,280.77;20,346.75;2,824.25;16,290.75;1,231.75;25,934.02
Jan 7, 2024 4:00 PM;Jan 7, 2024 5:00 PM;47,489.65;19,778.50;3,118.25;16,534.25;126.00;27,711.15
Jan 7, 2024 5:00 PM;Jan 7, 2024 6:00 PM;49,574.91;20,308.75;3,397.25;16,911.50;0.00;29,266.16
Jan 7, 2024 6:00 PM;Jan 7, 2024 7:00 PM;50,661.41;20,751.50;3,580.50;17,171.00;0.00;29,909.91
Jan 7, 2024 7:00 PM;Jan 7, 2024 8:00 PM;50,722.29;20,828.25;3,666.00;17,162.25;0.00;29,894.04
Jan 7, 2024 8:00 PM;Jan 7, 2024 9:00 PM;49,651.02;20,854.00;3,700.25;17,153.75;0.00;28,797.02
Jan 7, 2024 9:00 PM;Jan 7, 2024 10:00 PM;48,251.41;20,518.25;3,717.75;16,800.50;0.00;27,733.16
Jan 7, 2024 10:00 PM;Jan 7, 2024 11:00 PM;47,232.11;20,131.50;3,767.25;16,364.25;0.00;27,100.61
Jan 7, 2024 11:00 PM;Jan 8, 2024 12:00 AM;44,462.68;19,985.75;3,880.50;16,105.25;0.00;24,476.93
Jan 8, 2024 12:00 AM;Jan 8, 2024 1:00 AM;43,213.36;19,539.75;4,474.25;15,065.50;0.00;23,673.61
Jan 8, 2024 1:00 AM;Jan 8, 2024 2:00 AM;42,086.29;19,851.75;4,660.25;15,191.50;0.00;22,234.54
Jan 8, 2024 2:00 AM;Jan 8, 2024 3:00 AM;42,469.22;20,185.00;4,820.50;15,364.50;0.00;22,284.22
Jan 8, 2024 3:00 AM;Jan 8, 2024 4:00 AM;42,704.73;20,408.00;4,865.75;15,542.25;0.00;22,296.73
Jan 8, 2024 4:00 AM;Jan 8, 2024 5:00 AM;43,096.40;20,588.50;4,847.50;15,741.00;0.00;22,507.90
Jan 8, 2024 5:00 AM;Jan 8, 2024 6:00 AM;45,631.08;20,697.75;4,845.00;15,852.75;0.00;24,933.33
Jan 8, 2024 6:00 AM;Jan 8, 2024 7:00 AM;52,025.04;20,726.50;4,832.50;15,894.00;0.00;31,298.54
Jan 8, 2024 7:00 AM;Jan 8, 2024 8:00 AM;57,717.77;20,587.75;4,800.25;15,787.50;0.00;37,130.02
Jan 8, 2024 8:00 AM;Jan 8, 2024 9:00 AM;60,691.23;21,240.75;4,718.50;15,946.25;576.00;39,450.48
Jan 8, 2024 9:00 AM;Jan 8, 2024 10:00 AM;63,055.59;24,064.00;4,579.75;16,024.00;3,460.25;38,991.59
Jan 8, 2024 10:00 AM;Jan 8, 2024 11:00 AM;64,904.33;27,348.25;4,373.75;15,968.00;7,006.50;37,556.08
Jan 8, 2024 11:00 AM;Jan 8, 2024 12:00 PM;66,728.85;29,293.75;3,754.50;15,735.25;9,804.00;37,435.10
Jan 8, 2024 12:00 PM;Jan 8, 2024 1:00 PM;67,091.77;30,492.50;3,914.75;15,588.00;10,989.75;36,599.27
Jan 8, 2024 1:00 PM;Jan 8, 2024 2:00 PM;66,313.80;29,400.00;3,679.25;15,650.75;10,070.00;36,913.80
Jan 8, 2024 2:00 PM;Jan 8, 2024 3:00 PM;63,752.07;26,470.25;3,502.00;15,745.50;7,222.75;37,281.82
Jan 8, 2024 3:00 PM;Jan 8, 2024 4:00 PM;60,599.24;22,266.25;3,302.50;15,817.25;3,146.50;38,332.99
Jan 8, 2024 4:00 PM;Jan 8, 2024 5:00 PM;59,628.99;19,483.75;2,935.25;16,258.75;289.75;40,145.24
Jan 8, 2024 5:00 PM;Jan 8, 2024 6:00 PM;61,705.82;20,211.00;3,261.00;16,950.00;0.00;41,494.82
Jan 8, 2024 6:00 PM;Jan 8, 2024 7:00 PM;62,447.36;20,621.75;3,286.50;17,335.25;0.00;41,825.61
Jan 8, 2024 7:00 PM;Jan 8, 2024 8:00 PM;61,456.28;20,374.00;3,100.25;17,273.75;0.00;41,082.28
Jan 8, 2024 8:00 PM;Jan 8, 2024 9:00 PM;58,974.04;19,876.00;2,840.25;17,035.75;0.00;39,098.04
Jan 8, 2024 9:00 PM;Jan 8, 2024 10:00 PM;56,173.76;19,008.75;2,544.75;16,464.00;0.00;37,165.01
Jan 8, 2024 10:00 PM;Jan 8, 2024 11:00 PM;53,387.06;17,930.00;2,257.50;15,672.50;0.00;35,457.06
Jan 8, 2024 11:00 PM;Jan 9, 2024 12:00 AM;49,151.35;16,920.25;1,969.00;14,951.25;0.00;32,231.10
Jan 9, 2024 12:00 AM;Jan 9, 2024 1:00 AM;47,501.94;15,805.00;2,091.50;13,713.50;0.00;31,696.94
Jan 9, 2024 1:00 AM;Jan 9, 2024 2:00 AM;45,321.34;14,830.50;1,829.75;13,000.75;0.00;30,490.84
Jan 9, 2024 2:00 AM;Jan 9, 2024 3:00 AM;43,993.08;13,947.25;1,577.75;12,369.50;0.00;30,045.83
Jan 9, 2024 3:00 AM;Jan 9, 2024 4:00 AM;43,382.91;13,240.00;1,371.25;11,868.75;0.00;30,142.91
Jan 9, 2024 4:00 AM;Jan 9, 2024 5:00 AM;43,935.01;12,765.00;1,223.00;11,542.00;0.00;31,170.01
Jan 9, 2024 5:00 AM;Jan 9, 2024 6:00 AM;46,208.93;12,529.25;1,121.50;11,407.75;0.00;33,679.68
Jan 9, 2024 6:00 AM;Jan 9, 2024 7:00 AM;50,987.38;12,367.00;1,025.75;11,341.25;0.00;38,620.38
Jan 9, 2024 7:00 AM;Jan 9, 2024 8:00 AM;55,080.47;11,913.50;930.75;10,982.75;0.00;43,166.97
Jan 9, 2024 8:00 AM;Jan 9, 2024 9:00 AM;58,045.44;12,620.75;828.75;10,683.25;1,108.75;45,424.69
Jan 9, 2024 9:00 AM;Jan 9, 2024 10:00 AM;62,443.77;17,361.00;712.50;10,254.25;6,394.25;45,082.77
