Start date;End date;Total [MWh] Calculated resolutions;Photovoltaics and wind [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other [MWh] Calculated resolutions
Jan 26, 2025 6:00 PM;Jan 26, 2025 7:00 PM;51,414.26;16,291.75;4,505.50;11,786.25;0.00;35,122.51
Jan 26, 2025 7:00 PM;Jan 26, 2025 8:00 PM;52,140.90;20,942.50;4,919.50;16,023.00;0.00;31,198.40
Jan 26, 2025 8:00 PM;Jan 26, 2025 9:00 PM;52,335.31;24,987.25;5,154.00;19,833.25;0.00;27,348.06
Jan 26, 2025 9:00 PM;Jan 26, 2025 10:00 PM;53,030.02;27,717.00;5,294.25;22,422.75;0.00;25,313.02
Jan 26, 2025 10:00 PM;Jan 26, 2025 11:00 PM;52,753.03;29,347.50;5,380.50;23,967.00;0.00;23,405.53
Jan 26, 2025 11:00 PM;Jan 27, 2025 12:00 AM;52,906.40;30,928.25;5,426.50;25,501.75;0.00;21,978.14
Jan 27, 2025 12:00 AM;Jan 27, 2025 1:00 AM;49,664.59;31,102.25;5,168.00;25,934.25;0.00;18,562.34
Jan 27, 2025 1:00 AM;Jan 27, 2025 2:00 AM;50,552.92;32,183.50;5,065.00;27,118.50;0.00;18,369.42
Jan 27, 2025 2:00 AM;Jan 27, 2025 3:00 AM;52,250.55;33,766.75;5,004.00;28,762.75;0.00;18,483.80
Jan 27, 2025 3:00 AM;Jan 27, 2025 4:00 AM;53,674.31;35,917.75;5,048.50;30,869.25;0.00;17,756.56
Jan 27, 2025 4:00 AM;Jan 27, 2025 5:00 AM;55,342.21;38,539.25;5,190.00;33,349.25;0.00;16,802.96
Jan 27, 2025 5:00 AM;Jan 27, 2025 6:00 AM;58,485.46;41,257.25;5,405.25;35,852.00;0.00;17,228.21
Jan 27, 2025 6:00 AM;Jan 27, 2025 7:00 AM;63,952.22;44,073.50;5,545.75;38,527.75;0.00;19,878.73
Jan 27, 2025 7:00 AM;Jan 27, 2025 8:00 AM;69,930.33;45,201.50;5,578.00;39,615.00;8.50;24,728.83
Jan 27, 2025 8:00 AM;Jan 27, 2025 9:00 AM;72,656.24;46,270.00;5,428.75;40,195.25;646.00;26,386.24
Jan 27, 2025 9:00 AM;Jan 27, 2025 10:00 AM;73,299.09;47,978.25;5,311.75;39,857.00;2,809.50;25,320.84
Jan 27, 2025 10:00 AM;Jan 27, 2025 11:00 AM;74,022.02;49,708.50;5,296.25;38,968.25;5,444.00;24,313.52
Jan 27, 2025 11:00 AM;Jan 27, 2025 12:00 PM;74,332.87;50,582.25;5,310.50;37,995.00;7,276.75;23,750.62
Jan 27, 2025 12:00 PM;Jan 27, 2025 1:00 PM;72,901.68;50,297.25;5,325.25;37,032.50;7,939.50;22,604.43
Jan 27, 2025 1:00 PM;Jan 27, 2025 2:00 PM;70,547.63;48,822.50;5,323.50;35,733.25;7,765.75;21,725.13
Jan 27, 2025 2:00 PM;Jan 27, 2025 3:00 PM;66,879.24;44,458.50;5,438.50;32,772.25;6,247.75;22,420.74
Jan 27, 2025 3:00 PM;Jan 27, 2025 4:00 PM;62,699.84;38,643.25;5,714.25;29,503.50;3,425.50;24,056.59
Jan 27, 2025 4:00 PM;Jan 27, 2025 5:00 PM;62,635.62;34,238.50;5,983.50;27,357.00;898.00;28,397.12
Jan 27, 2025 5:00 PM;Jan 27, 2025 6:00 PM;63,615.56;32,649.75;6,077.00;26,555.25;17.50;30,965.81
Jan 27, 2025 6:00 PM;Jan 27, 2025 7:00 PM;64,497.91;32,776.50;6,037.25;26,739.25;0.00;31,721.41
Jan 27, 2025 7:00 PM;Jan 27, 2025 8:00 PM;64,321.91;33,733.50;5,915.00;27,818.50;0.00;30,588.41
Jan 27, 2025 8:00 PM;Jan 27, 2025 9:00 PM;62,962.31;34,444.75;5,779.00;28,665.75;0.00;28,517.56
Jan 27, 2025 9:00 PM;Jan 27, 2025 10:00 PM;59,342.84;34,286.50;5,643.50;28,643.00;0.00;25,056.34
Jan 27, 2025 10:00 PM;Jan 27, 2025 11:00 PM;57,236.90;33,186.00;5,519.50;27,666.50;0.00;24,050.90
Jan 27, 2025 11:00 PM;Jan 28, 2025 12:00 AM;55,510.98;32,497.50;5,505.50;26,992.00;0.00;23,013.48
Jan 28, 2025 12:00 AM;Jan 28, 2025 1:00 AM;50,138.83;29,953.25;5,405.50;24,547.75;0.00;20,185.58
Jan 28, 2025 1:00 AM;Jan 28, 2025 2:00 AM;49,184.98;28,883.50;5,374.25;23,509.25;0.00;20,301.48
Jan 28, 2025 2:00 AM;Jan 28, 2025 3:00 AM;48,019.01;27,882.00;5,368.50;22,513.50;0.00;20,137.01
Jan 28, 2025 3:00 AM;Jan 28, 2025 4:00 AM;47,557.36;26,888.75;5,361.75;21,527.00;0.00;20,668.61
Jan 28, 2025 4:00 AM;Jan 28, 2025 5:00 AM;47,398.13;26,025.00;5,357.75;20,667.25;0.00;21,373.13
Jan 28, 2025 5:00 AM;Jan 28, 2025 6:00 AM;49,373.76;25,424.00;5,342.25;20,081.75;0.00;23,949.76
Jan 28, 2025 6:00 AM;Jan 28, 2025 7:00 AM;54,364.00;25,201.50;5,314.50;19,887.00;0.00;29,162.50
Jan 28, 2025 7:00 AM;Jan 28, 2025 8:00 AM;58,283.72;24,388.50;5,229.00;19,152.50;7.00;33,895.22
Jan 28, 2025 8:00 AM;Jan 28, 2025 9:00 AM;61,015.03;24,529.00;5,060.75;18,855.00;613.25;36,486.03
Jan 28, 2025 9:00 AM;Jan 28, 2025 10:00 AM;60,607.50;26,164.00;4,927.50;18,287.50;2,949.00;34,443.50
Jan 28, 2025 10:00 AM;Jan 28, 2025 11:00 AM;60,638.01;27,729.75;4,881.50;17,083.50;5,764.75;32,908.26
Jan 28, 2025 11:00 AM;Jan 28, 2025 12:00 PM;61,174.66;28,558.75;4,842.25;15,967.75;7,748.75;32,615.91
Jan 28, 2025 12:00 PM;Jan 28, 2025 1:00 PM;60,994.60;28,665.50;4,685.00;15,648.00;8,332.50;32,329.10
Jan 28, 2025 1:00 PM;Jan 28, 2025 2:00 PM;59,868.34;28,147.25;4,509.50;16,084.25;7,553.50;31,721.09
Jan 28, 2025 2:00 PM;Jan 28, 2025 3:00 PM;57,926.46;26,221.50;4,495.75;15,992.25;5,733.50;31,704.96
Jan 28, 2025 3:00 PM;Jan 28, 2025 4:00 PM;58,858.85;23,494.25;4,503.75;15,848.50;3,142.00;35,364.60
Jan 28, 2025 4:00 PM;Jan 28, 2025 5:00 PM;59,002.04;22,358.75;4,560.00;17,019.50;779.25;36,643.29
Jan 28, 2025 5:00 PM;Jan 28, 2025 6:00 PM;60,357.80;23,812.50;4,729.25;19,062.50;20.75;36,545.30
Jan 28, 2025 6:00 PM;Jan 28, 2025 7:00 PM;60,153.67;25,718.25;4,832.50;20,885.75;0.00;34,435.42
Jan 28, 2025 7:00 PM;Jan 28, 2025 8:00 PM;61,509.18;27,205.50;4,852.50;22,353.00;0.00;34,303.68
Jan 28, 2025 8:00 PM;Jan 28, 2025 9:00 PM;60,727.81;28,624.00;4,813.50;23,810.50;0.00;32,103.81
Jan 28, 2025 9:00 PM;Jan 28, 2025 10:00 PM;58,560.13;29,372.25;4,680.25;24,692.00;0.00;29,187.88
Jan 28, 2025 10:00 PM;Jan 28, 2025 11:00 PM;56,147.60;29,303.00;4,465.25;24,837.75;0.00;26,844.60
Jan 28, 2025 11:00 PM;Jan 29, 2025 12:00 AM;54,001.69;29,477.50;4,265.75;25,211.75;0.00;24,524.19
Jan 29, 2025 12:00 AM;Jan 29, 2025 1:00 AM;50,082.22;27,451.50;3,938.00;23,513.50;0.00;22,630.72
Jan 29, 2025 1:00 AM;Jan 29, 2025 2:00 AM;48,720.76;27,235.00;3,484.50;23,750.50;0.00;21,485.76
Jan 29, 2025 2:00 AM;Jan 29, 2025 3:00 AM;48,107.29;27,244.75;3,091.50;24,153.25;0.00;20,862.54
Jan 29, 2025 3:00 AM;Jan 29, 2025 4:00 AM;47,912.27;27,248.75;2,738.00;24,510.75;0.00;20,663.52
Jan 29, 2025 4:00 AM;Jan 29, 2025 5:00 AM;48,730.41;27,195.75;2,349.25;24,846.50;0.00;21,534.66
Jan 29, 2025 5:00 AM;Jan 29, 2025 6:00 AM;50,752.80;27,298.75;1,954.75;25,344.00;0.00;23,454.05
Jan 29, 2025 6:00 AM;Jan 29, 2025 7:00 AM;54,446.43;27,868.00;1,635.25;26,232.75;0.00;26,578.43
Jan 29, 2025 7:00 AM;Jan 29, 2025 8:00 AM;60,076.02;28,175.50;1,532.50;26,633.00;10.00;31,900.52
Jan 29, 2025 8:00 AM;Jan 29, 2025 9:00 AM;63,617.76;29,891.25;1,798.50;27,350.25;742.50;33,726.51
Jan 29, 2025 9:00 AM;Jan 29, 2025 10:00 AM;64,815.68;33,633.75;2,422.75;28,043.75;3,167.25;31,181.93
Jan 29, 2025 10:00 AM;Jan 29, 2025 11:00 AM;67,468.10;37,926.75;3,129.50;28,809.00;5,988.25;29,541.35
Jan 29, 2025 11:00 AM;Jan 29, 2025 12:00 PM;69,056.58;41,881.75;3,638.00;30,079.25;8,164.50;27,174.83
Jan 29, 2025 12:00 PM;Jan 29, 2025 1:00 PM;70,389.13;45,120.25;3,826.00;31,588.25;9,706.00;25,268.88
Jan 29, 2025 1:00 PM;Jan 29, 2025 2:00 PM;71,970.47;47,079.50;4,052.00;32,596.25;10,431.25;24,890.97
Jan 29, 2025 2:00 PM;Jan 29, 2025 3:00 PM;71,560.02;45,343.25;4,172.50;31,666.50;9,504.25;26,216.77
Jan 29, 2025 3:00 PM;Jan 29, 2025 4:00 PM;68,482.26;39,531.75;4,202.75;29,165.75;6,163.25;28,950.51
Jan 29, 2025 4:00 PM;Jan 29, 2025 5:00 PM;65,150.06;32,741.75;4,353.25;26,583.75;1,804.75;32,408.31
Jan 29, 2025 5:00 PM;Jan 29, 2025 6:00 PM;64,565.75;29,044.00;4,453.50;24,563.00;27.50;35,521.75
Jan 29, 2025 6:00 PM;Jan 29, 2025 7:00 PM;63,580.72;27,848.25;4,578.50;23,269.75;0.00;35,732.47
Jan 29, 2025 7:00 PM;Jan 29, 2025 8:00 PM;62,484.46;26,997.75;4,777.00;22,220.75;0.00;35,486.71
Jan 29, 2025 8:00 PM;Jan 29, 2025 9:00 PM;59,599.05;26,575.25;5,114.75;21,460.50;0.00;33,023.80
Jan 29, 2025 9:00 PM;Jan 29, 2025 10:00 PM;56,392.36;26,060.00;5,358.50;20,701.50;0.00;30,332.36
Jan 29, 2025 10:00 PM;Jan 29, 2025 11:00 PM;53,609.81;25,015.00;5,484.25;19,530.75;0.00;28,594.81
Jan 29, 2025 11:00 PM;Jan 30, 2025 12:00 AM;50,212.74;24,007.00;5,407.75;18,599.25;0.00;26,205.74
Jan 30, 2025 12:00 AM;Jan 30, 2025 1:00 AM;48,732.80;23,341.00;5,323.25;18,017.75;0.00;25,391.80
Jan 30, 2025 1:00 AM;Jan 30, 2025 2:00 AM;47,232.59;22,227.75;5,080.75;17,147.00;0.00;25,004.84
Jan 30, 2025 2:00 AM;Jan 30, 2025 3:00 AM;45,806.42;20,996.75;4,809.25;16,187.50;0.00;24,809.67
Jan 30, 2025 3:00 AM;Jan 30, 2025 4:00 AM;44,721.18;19,713.75;4,435.25;15,278.50;0.00;25,007.43
Jan 30, 2025 4:00 AM;Jan 30, 2025 5:00 AM;44,136.11;18,180.75;4,056.75;14,124.00;0.00;25,955.36
Jan 30, 2025 5:00 AM;Jan 30, 2025 6:00 AM;45,930.61;16,415.50;3,755.00;12,660.50;0.00;29,515.11
Jan 30, 2025 6:00 AM;Jan 30, 2025 7:00 AM;48,378.02;14,924.00;3,581.00;11,343.00;0.00;33,454.02
Jan 30, 2025 7:00 AM;Jan 30, 2025 8:00 AM;51,841.18;13,431.25;3,504.75;9,898.50;28.00;38,409.93
Jan 30, 2025 8:00 AM;Jan 30, 2025 9:00 AM;53,594.22;13,635.50;3,325.50;8,767.25;1,542.75;39,958.72
Jan 30, 2025 9:00 AM;Jan 30, 2025 10:00 AM;54,314.85;16,343.75;3,193.50;7,720.00;5,430.25;37,971.10
Jan 30, 2025 10:00 AM;Jan 30, 2025 11:00 AM;55,511.38;19,093.00;3,080.75;6,553.75;9,458.50;36,418.38
Jan 30, 2025 11:00 AM;Jan 30, 2025 12:00 PM;56,006.37;20,523.75;2,936.75;5,445.00;12,142.00;35,482.62
Jan 30, 2025 12:00 PM;Jan 30, 2025 1:00 PM;54,973.54;20,416.00;2,826.25;4,873.00;12,716.75;34,557.54
Jan 30, 2025 1:00 PM;Jan 30, 2025 2:00 PM;53,466.10;18,857.00;2,784.00;4,792.50;11,280.50;34,609.09
Jan 30, 2025 2:00 PM;Jan 30, 2025 3:00 PM;51,920.29;16,131.75;2,782.25;4,924.25;8,425.25;35,788.54
Jan 30, 2025 3:00 PM;Jan 30, 2025 4:00 PM;50,097.30;12,667.75;2,821.75;5,221.25;4,624.75;37,429.55
Jan 30, 2025 4:00 PM;Jan 30, 2025 5:00 PM;50,322.09;9,877.25;2,869.50;5,759.75;1,248.00;40,444.84
Jan 30, 2025 5:00 PM;Jan 30, 2025 6:00 PM;51,275.06;9,324.50;2,920.50;6,379.50;24.50;41,950.56
Jan 30, 2025 6:00 PM;Jan 30, 2025 7:00 PM;51,475.80;9,983.75;2,984.75;6,999.00;0.00;41,492.05
Jan 30, 2025 7:00 PM;Jan 30, 2025 8:00 PM;51,533.14;10,893.75;3,127.00;7,766.75;0.00;40,639.39
Jan 30, 2025 8:00 PM;Jan 30, 2025 9:00 PM;51,331.34;12,243.00;3,344.00;8,899.00;0.00;39,088.34
Jan 30, 2025 9:00 PM;Jan 30, 2025 10:00 PM;50,416.58;13,440.25;3,542.75;9,897.50;0.00;36,976.33
Jan 30, 2025 10:00 PM;Jan 30, 2025 11:00 PM;47,997.72;14,235.50;3,704.25;10,531.25;0.00;33,762.22
Jan 30, 2025 11:00 PM;Jan 31, 2025 12:00 AM;45,818.51;14,738.50;3,776.00;10,962.50;0.00;31,080.01
Jan 31, 2025 12:00 AM;Jan 31, 2025 1:00 AM;46,136.95;17,321.50;4,518.00;12,803.50;0.00;28,815.45
Jan 31, 2025 1:00 AM;Jan 31, 2025 2:00 AM;45,590.30;17,565.75;4,591.00;12,974.75;0.00;28,024.55
Jan 31, 2025 2:00 AM;Jan 31, 2025 3:00 AM;44,946.24;17,666.00;4,648.75;13,017.25;0.00;27,280.25
Jan 31, 2025 3:00 AM;Jan 31, 2025 4:00 AM;45,491.42;18,031.50;4,736.25;13,295.25;0.00;27,459.92
Jan 31, 2025 4:00 AM;Jan 31, 2025 5:00 AM;46,462.64;18,257.00;4,633.25;13,623.75;0.00;28,205.64
Jan 31, 2025 5:00 AM;Jan 31, 2025 6:00 AM;48,082.99;18,161.50;4,353.50;13,808.00;0.00;29,921.49
Jan 31, 2025 6:00 AM;Jan 31, 2025 7:00 AM;52,123.40;17,896.50;3,841.75;14,054.75;0.00;34,226.90
Jan 31, 2025 7:00 AM;Jan 31, 2025 8:00 AM;56,762.35;17,212.00;3,461.00;13,734.25;16.75;39,550.35
Jan 31, 2025 8:00 AM;Jan 31, 2025 9:00 AM;59,103.32;17,862.25;3,177.00;13,259.00;1,426.25;41,241.07
Jan 31, 2025 9:00 AM;Jan 31, 2025 10:00 AM;60,398.41;20,807.75;2,891.25;12,408.00;5,508.50;39,590.66
Jan 31, 2025 10:00 AM;Jan 31, 2025 11:00 AM;61,654.12;24,033.50;2,556.75;11,637.75;9,839.00;37,620.62
Jan 31, 2025 11:00 AM;Jan 31, 2025 12:00 PM;61,528.67;26,414.50;2,223.75;11,157.50;13,033.25;35,114.17
Jan 31, 2025 12:00 PM;Jan 31, 2025 1:00 PM;61,255.94;27,252.00;1,884.00;11,029.00;14,339.00;34,003.94
Jan 31, 2025 1:00 PM;Jan 31, 2025 2:00 PM;59,228.07;25,619.25;1,599.75;10,684.25;13,335.25;33,608.82
Jan 31, 2025 2:00 PM;Jan 31, 2025 3:00 PM;56,005.60;21,356.50;1,376.75;9,589.50;10,390.25;34,649.10
Jan 31, 2025 3:00 PM;Jan 31, 2025 4:00 PM;52,971.24;15,283.25;1,197.50;8,008.25;6,077.50;37,687.99
Jan 31, 2025 4:00 PM;Jan 31, 2025 5:00 PM;50,012.72;9,732.50;1,076.75;6,958.25;1,697.50;40,280.22
Jan 31, 2025 5:00 PM;Jan 31, 2025 6:00 PM;50,737.80;7,874.00;987.00;6,843.75;43.25;42,863.80
Jan 31, 2025 6:00 PM;Jan 31, 2025 7:00 PM;50,682.01;7,889.25;923.00;6,966.25;0.00;42,792.76
Jan 31, 2025 7:00 PM;Jan 31, 2025 8:00 PM;50,172.38;7,811.75;859.75;6,952.00;0.00;42,360.63
Jan 31, 2025 8:00 PM;Jan 31, 2025 9:00 PM;47,794.32;7,456.75;800.25;6,656.50;0.00;40,337.57
Jan 31, 2025 9:00 PM;Jan 31, 2025 10:00 PM;45,015.37;6,955.50;748.50;6,207.00;0.00;38,059.87
Jan 31, 2025 10:00 PM;Jan 31, 2025 11:00 PM;42,936.10;6,507.00;700.75;5,806.25;0.00;36,429.10
Jan 31, 2025 11:00 PM;Feb 1, 2025 12:00 AM;39,754.38;6,194.50;674.75;5,519.75;0.00;33,559.88
Feb 1, 2025 12:00 AM;Feb 1, 2025 1:00 AM;37,953.52;5,930.50;505.75;5,424.75;0.00;32,023.02
Feb 1, 2025 1:00 AM;Feb 1, 2025 2:00 AM;36,678.84;5,637.50;502.25;5,135.25;0.00;31,041.34
Feb 1, 2025 2:00 AM;Feb 1, 2025 3:00 AM;35,911.44;5,386.75;525.00;4,861.75;0.00;30,524.69
Feb 1, 2025 3:00 AM;Feb 1, 2025 4:00 AM;36,101.12;5,167.25;568.50;4,598.75;0.00;30,933.87
Feb 1, 2025 4:00 AM;Feb 1, 2025 5:00 AM;36,235.04;4,966.00;578.00;4,388.00;0.00;31,269.04
Feb 1, 2025 5:00 AM;Feb 1, 2025 6:00 AM;36,016.27;4,835.00;548.75;4,286.25;0.00;31,181.27
Feb 1, 2025 6:00 AM;Feb 1, 2025 7:00 AM;35,996.48;4,607.00;502.00;4,105.00;0.00;31,389.48
Feb 1, 2025 7:00 AM;Feb 1, 2025 8:00 AM;37,828.74;4,340.25;484.75;3,821.50;34.00;33,488.49
Feb 1, 2025 8:00 AM;Feb 1, 2025 9:00 AM;41,370.63;6,536.25;492.25;3,652.50;2,391.50;34,834.38
Feb 1, 2025 9:00 AM;Feb 1, 2025 10:00 AM;45,766.67;12,146.75;515.25;3,318.75;8,312.75;33,619.92
Feb 1, 2025 10:00 AM;Feb 1, 2025 11:00 AM;50,626.85;18,266.75;540.00;2,687.00;15,039.75;32,360.10
Feb 1, 2025 11:00 AM;Feb 1, 2025 12:00 PM;53,795.83;23,168.00;549.75;2,129.00;20,489.25;30,627.83
Feb 1, 2025 12:00 PM;Feb 1, 2025 1:00 PM;54,727.81;24,638.00;542.75;1,845.50;22,249.75;30,089.81
Feb 1, 2025 1:00 PM;Feb 1, 2025 2:00 PM;53,235.45;22,955.25;508.25;1,637.00;20,810.00;30,280.20
Feb 1, 2025 2:00 PM;Feb 1, 2025 3:00 PM;49,573.55;18,030.75;461.75;1,549.75;16,019.25;31,542.80
Feb 1, 2025 3:00 PM;Feb 1, 2025 4:00 PM;45,091.05;11,015.00;426.00;1,547.25;9,041.75;34,076.06
Feb 1, 2025 4:00 PM;Feb 1, 2025 5:00 PM;43,125.77;4,927.75;385.00;1,816.50;2,726.25;38,198.02
Feb 1, 2025 5:00 PM;Feb 1, 2025 6:00 PM;43,160.49;3,040.50;342.00;2,640.75;57.75;40,119.99
Feb 1, 2025 6:00 PM;Feb 1, 2025 7:00 PM;43,696.94;3,828.75;316.50;3,512.25;0.00;39,868.19
Feb 1, 2025 7:00 PM;Feb 1, 2025 8:00 PM;43,411.83;4,179.50;309.75;3,869.75;0.00;39,232.33
Feb 1, 2025 8:00 PM;Feb 1, 2025 9:00 PM;42,157.02;4,206.00;317.25;3,888.75;0.00;37,951.02
Feb 1, 2025 9:00 PM;Feb 1, 2025 10:00 PM;40,089.09;4,044.75;331.50;3,713.25;0.00;36,044.34
Feb 1, 2025 10:00 PM;Feb 1, 2025 11:00 PM;38,401.95;3,858.00;370.25;3,487.75;0.00;34,543.95
Feb 1, 2025 11:00 PM;Feb 2, 2025 12:00 AM;36,782.69;3,685.25;430.25;3,255.00;0.00;33,097.44
Feb 2, 2025 12:00 AM;Feb 2, 2025 1:00 AM;36,141.74;3,944.50;347.25;3,597.25;0.00;32,197.23
Feb 2, 2025 1:00 AM;Feb 2, 2025 2:00 AM;34,659.00;3,776.75;397.00;3,379.75;0.00;30,882.25
Feb 2, 2025 2:00 AM;Feb 2, 2025 3:00 AM;33,510.94;3,553.50;426.00;3,127.50;0.00;29,957.43
Feb 2, 2025 3:00 AM;Feb 2, 2025 4:00 AM;33,108.15;3,296.50;433.75;2,862.75;0.00;29,811.65
Feb 2, 2025 4:00 AM;Feb 2, 2025 5:00 AM;33,343.94;3,039.75;436.50;2,603.25;0.00;30,304.19
Feb 2, 2025 5:00 AM;Feb 2, 2025 6:00 AM;33,147.70;2,849.00;448.50;2,400.50;0.00;30,298.70
Feb 2, 2025 6:00 AM;Feb 2, 2025 7:00 AM;32,442.72;2,726.50;466.25;2,260.25;0.00;29,716.22
Feb 2, 2025 7:00 AM;Feb 2, 2025 8:00 AM;33,522.75;2,717.50;494.50;2,180.75;42.25;30,805.25
Feb 2, 2025 8:00 AM;Feb 2, 2025 9:00 AM;36,828.34;5,288.50;541.50;2,182.50;2,564.50;31,539.84
Feb 2, 2025 9:00 AM;Feb 2, 2025 10:00 AM;41,776.31;10,955.25;598.50;2,061.75;8,295.00;30,821.06
Feb 2, 2025 10:00 AM;Feb 2, 2025 11:00 AM;46,789.82;16,783.00;652.50;1,634.75;14,495.75;30,006.82
Feb 2, 2025 11:00 AM;Feb 2, 2025 12:00 PM;50,520.18;21,172.25;673.25;1,078.50;19,420.50;29,347.93
Feb 2, 2025 12:00 PM;Feb 2, 2025 1:00 PM;52,398.95;22,862.00;677.00;725.25;21,459.75;29,536.95
Feb 2, 2025 1:00 PM;Feb 2, 2025 2:00 PM;49,999.15;21,414.50;652.75;540.25;20,221.50;28,584.65
Feb 2, 2025 2:00 PM;Feb 2, 2025 3:00 PM;46,768.62;16,704.50;588.25;443.25;15,673.00;30,064.12
Feb 2, 2025 3:00 PM;Feb 2, 2025 4:00 PM;42,347.79;9,924.00;516.00;409.25;8,998.75;32,423.79
Feb 2, 2025 4:00 PM;Feb 2, 2025 5:00 PM;40,691.65;3,743.25;492.75;468.00;2,782.50;36,948.40
Feb 2, 2025 5:00 PM;Feb 2, 2025 6:00 PM;40,584.89;1,267.75;499.25;698.50;70.00;39,317.14
Feb 2, 2025 6:00 PM;Feb 2, 2025 7:00 PM;40,957.88;1,495.75;532.75;963.00;0.00;39,462.13
Feb 2, 2025 7:00 PM;Feb 2, 2025 8:00 PM;40,730.54;1,658.50;590.50;1,068.00;0.00;39,072.04
Feb 2, 2025 8:00 PM;Feb 2, 2025 9:00 PM;40,075.21;1,705.75;687.50;1,018.25;0.00;38,369.46
Feb 2, 2025 9:00 PM;Feb 2, 2025 10:00 PM;39,270.17;1,797.00;815.00;982.00;0.00;37,473.17
Feb 2, 2025 10:00 PM;Feb 2, 2025 11:00 PM;38,566.28;1,910.25;905.75;1,004.50;0.00;36,656.03
Feb 2, 2025 11:00 PM;Feb 3, 2025 12:00 AM;36,789.16;1,986.50;937.25;1,049.25;0.00;34,802.66
Feb 3, 2025 12:00 AM;Feb 3, 2025 1:00 AM;33,666.27;1,319.25;664.50;654.75;0.00;32,347.02
Feb 3, 2025 1:00 AM;Feb 3, 2025 2:00 AM;32,688.88;1,399.50;712.75;686.75;0.00;31,289.38
Feb 3, 2025 2:00 AM;Feb 3, 2025 3:00 AM;32,883.46;1,508.00;739.75;768.25;0.00;31,375.46
Feb 3, 2025 3:00 AM;Feb 3, 2025 4:00 AM;32,839.85;1,573.50;696.25;877.25;0.00;31,266.36
Feb 3, 2025 4:00 AM;Feb 3, 2025 5:00 AM;33,367.25;1,531.50;637.75;893.75;0.00;31,835.75
Feb 3, 2025 5:00 AM;Feb 3, 2025 6:00 AM;35,231.46;1,558.75;641.50;917.25;0.00;33,672.71
Feb 3, 2025 6:00 AM;Feb 3, 2025 7:00 AM;40,309.67;1,610.25;646.00;964.25;0.00;38,699.42
Feb 3, 2025 7:00 AM;Feb 3, 2025 8:00 AM;45,019.47;1,596.50;597.00;963.00;36.50;43,422.97
Feb 3, 2025 8:00 AM;Feb 3, 2025 9:00 AM;48,619.77;4,243.00;665.75;1,037.25;2,540.00;44,376.77
Feb 3, 2025 9:00 AM;Feb 3, 2025 10:00 AM;52,170.40;10,540.50;780.00;1,212.75;8,547.75;41,629.90
Feb 3, 2025 10:00 AM;Feb 3, 2025 11:00 AM;55,797.75;17,527.50;902.75;1,256.00;15,368.75;38,270.25
Feb 3, 2025 11:00 AM;Feb 3, 2025 12:00 PM;59,167.72;23,299.25;1,018.25;1,059.25;21,221.75;35,868.47
Feb 3, 2025 12:00 PM;Feb 3, 2025 1:00 PM;60,963.00;26,136.00;1,123.75;895.50;24,116.75;34,827.00
Feb 3, 2025 1:00 PM;Feb 3, 2025 2:00 PM;59,563.56;25,233.25;1,177.25;808.25;23,247.75;34,330.31
Feb 3, 2025 2:00 PM;Feb 3, 2025 3:00 PM;56,071.97;20,261.25;1,187.25;688.75;18,385.25;35,810.72
Feb 3, 2025 3:00 PM;Feb 3, 2025 4:00 PM;51,914.27;12,613.75;1,193.50;633.75;10,786.50;39,300.52
Feb 3, 2025 4:00 PM;Feb 3, 2025 5:00 PM;48,613.49;5,436.00;1,251.50;822.75;3,361.75;43,177.49
Feb 3, 2025 5:00 PM;Feb 3, 2025 6:00 PM;48,574.00;2,750.75;1,343.25;1,340.00;67.50;45,823.25
Feb 3, 2025 6:00 PM;Feb 3, 2025 7:00 PM;48,957.07;3,722.50;1,709.00;2,013.50;0.00;45,234.57
Feb 3, 2025 7:00 PM;Feb 3, 2025 8:00 PM;49,162.85;4,527.00;1,970.75;2,556.25;0.00;44,635.85
Feb 3, 2025 8:00 PM;Feb 3, 2025 9:00 PM;47,459.89;5,055.50;2,146.00;2,909.50;0.00;42,404.39
Feb 3, 2025 9:00 PM;Feb 3, 2025 10:00 PM;46,082.25;5,500.75;2,311.50;3,189.25;0.00;40,581.50
Feb 3, 2025 10:00 PM;Feb 3, 2025 11:00 PM;45,409.54;5,809.50;2,462.75;3,346.75;0.00;39,600.04
Feb 3, 2025 11:00 PM;Feb 4, 2025 12:00 AM;44,495.22;5,982.00;2,556.50;3,425.50;0.00;38,513.22
Feb 4, 2025 12:00 AM;Feb 4, 2025 1:00 AM;41,329.85;6,851.25;2,749.00;4,102.25;0.00;34,478.60
Feb 4, 2025 1:00 AM;Feb 4, 2025 2:00 AM;39,964.61;6,917.25;2,801.50;4,115.75;0.00;33,047.36
Feb 4, 2025 2:00 AM;Feb 4, 2025 3:00 AM;39,532.85;6,971.00;2,913.00;4,058.00;0.00;32,561.85
Feb 4, 2025 3:00 AM;Feb 4, 2025 4:00 AM;39,825.32;7,114.75;3,082.25;4,032.50;0.00;32,710.57
Feb 4, 2025 4:00 AM;Feb 4, 2025 5:00 AM;40,855.80;7,315.75;3,293.75;4,022.00;0.00;33,540.05
Feb 4, 2025 5:00 AM;Feb 4, 2025 6:00 AM;42,911.63;7,714.25;3,596.00;4,118.25;0.00;35,197.38
