Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Jan 1, 2024 12:00 AM;Jan 1, 2024 1:00 AM;40,170.25;42,193.50;2,023.25;4,904.00
Jan 1, 2024 1:00 AM;Jan 1, 2024 2:00 AM;38,818.25;41,342.25;2,524.00;3,976.50
Jan 1, 2024 2:00 AM;Jan 1, 2024 3:00 AM;37,847.75;40,899.25;3,051.50;3,082.75
Jan 1, 2024 3:00 AM;Jan 1, 2024 4:00 AM;37,123.25;40,216.25;3,093.00;3,408.25
Jan 1, 2024 4:00 AM;Jan 1, 2024 5:00 AM;36,753.75;40,034.00;3,280.25;3,341.50
Jan 1, 2024 5:00 AM;Jan 1, 2024 6:00 AM;37,051.25;40,512.75;3,461.50;3,326.50
Jan 1, 2024 6:00 AM;Jan 1, 2024 7:00 AM;36,725.50;40,383.75;3,658.25;3,353.75
Jan 1, 2024 7:00 AM;Jan 1, 2024 8:00 AM;37,321.00;40,162.00;2,841.00;3,747.75
Jan 1, 2024 8:00 AM;Jan 1, 2024 9:00 AM;37,984.25;40,758.00;2,773.75;3,356.50
Jan 1, 2024 9:00 AM;Jan 1, 2024 10:00 AM;39,952.00;43,642.25;3,690.25;3,062.75
Jan 1, 2024 10:00 AM;Jan 1, 2024 11:00 AM;42,309.25;46,119.75;3,810.50;2,181.50
Jan 1, 2024 11:00 AM;Jan 1, 2024 12:00 PM;44,829.25;48,232.00;3,402.75;2,853.25
Jan 1, 2024 12:00 PM;Jan 1, 2024 1:00 PM;45,824.00;48,755.00;2,931.00;4,349.75
Jan 1, 2024 1:00 PM;Jan 1, 2024 2:00 PM;45,251.75;48,032.75;2,781.00;5,836.50
Jan 1, 2024 2:00 PM;Jan 1, 2024 3:00 PM;44,904.50;46,003.50;1,099.00;8,892.50
Jan 1, 2024 3:00 PM;Jan 1, 2024 4:00 PM;44,952.25;45,455.75;503.50;12,283.00
Jan 1, 2024 4:00 PM;Jan 1, 2024 5:00 PM;46,881.25;47,007.25;126.00;15,187.50
Jan 1, 2024 5:00 PM;Jan 1, 2024 6:00 PM;50,120.50;50,132.00;11.50;17,679.00
Jan 1, 2024 6:00 PM;Jan 1, 2024 7:00 PM;50,199.50;50,208.50;9.00;18,671.50
Jan 1, 2024 7:00 PM;Jan 1, 2024 8:00 PM;49,118.25;49,156.25;38.00;18,121.25
Jan 1, 2024 8:00 PM;Jan 1, 2024 9:00 PM;47,071.75;47,162.00;90.25;16,927.50
Jan 1, 2024 9:00 PM;Jan 1, 2024 10:00 PM;45,149.00;45,321.50;172.50;16,124.25
Jan 1, 2024 10:00 PM;Jan 1, 2024 11:00 PM;43,664.25;44,521.25;857.00;16,140.00
Jan 1, 2024 11:00 PM;Jan 2, 2024 12:00 AM;41,057.25;42,759.00;1,701.75;15,462.75
Jan 2, 2024 12:00 AM;Jan 2, 2024 1:00 AM;38,390.00;40,043.00;1,653.00;13,921.75
Jan 2, 2024 1:00 AM;Jan 2, 2024 2:00 AM;37,078.00;39,408.50;2,330.50;13,394.50
Jan 2, 2024 2:00 AM;Jan 2, 2024 3:00 AM;37,041.75;40,119.75;3,078.00;13,525.25
Jan 2, 2024 3:00 AM;Jan 2, 2024 4:00 AM;37,358.25;41,095.25;3,737.00;12,332.75
Jan 2, 2024 4:00 AM;Jan 2, 2024 5:00 AM;39,412.25;43,014.25;3,602.00;11,956.50
Jan 2, 2024 5:00 AM;Jan 2, 2024 6:00 AM;42,454.00;45,248.00;2,794.00;12,178.00
Jan 2, 2024 6:00 AM;Jan 2, 2024 7:00 AM;47,726.00;49,481.25;1,755.25;14,380.75
Jan 2, 2024 7:00 AM;Jan 2, 2024 8:00 AM;52,564.75;53,300.75;736.00;17,516.50
Jan 2, 2024 8:00 AM;Jan 2, 2024 9:00 AM;56,047.50;56,140.75;93.25;19,948.50
Jan 2, 2024 9:00 AM;Jan 2, 2024 10:00 AM;57,931.50;57,935.50;4.00;21,559.25
Jan 2, 2024 10:00 AM;Jan 2, 2024 11:00 AM;59,509.50;59,521.75;12.25;22,449.75
Jan 2, 2024 11:00 AM;Jan 2, 2024 12:00 PM;60,929.50;61,010.50;81.00;25,408.50
Jan 2, 2024 12:00 PM;Jan 2, 2024 1:00 PM;61,269.75;61,271.75;2.00;26,918.00
Jan 2, 2024 1:00 PM;Jan 2, 2024 2:00 PM;60,607.00;60,609.25;2.25;27,490.75
Jan 2, 2024 2:00 PM;Jan 2, 2024 3:00 PM;59,705.00;59,707.25;2.25;28,268.00
Jan 2, 2024 3:00 PM;Jan 2, 2024 4:00 PM;60,067.00;60,067.50;0.50;29,304.50
Jan 2, 2024 4:00 PM;Jan 2, 2024 5:00 PM;61,427.00;61,428.00;1.00;28,931.50
Jan 2, 2024 5:00 PM;Jan 2, 2024 6:00 PM;63,376.75;63,379.25;2.50;27,601.00
Jan 2, 2024 6:00 PM;Jan 2, 2024 7:00 PM;63,072.00;63,127.50;55.50;24,519.75
Jan 2, 2024 7:00 PM;Jan 2, 2024 8:00 PM;61,214.75;61,502.50;287.75;20,176.75
Jan 2, 2024 8:00 PM;Jan 2, 2024 9:00 PM;58,093.50;58,960.50;867.00;15,613.25
Jan 2, 2024 9:00 PM;Jan 2, 2024 10:00 PM;54,777.75;56,195.00;1,417.25;11,166.50
Jan 2, 2024 10:00 PM;Jan 2, 2024 11:00 PM;52,006.25;54,024.75;2,018.50;8,774.75
Jan 2, 2024 11:00 PM;Jan 3, 2024 12:00 AM;49,067.50;51,728.25;2,660.75;5,739.75
Jan 3, 2024 12:00 AM;Jan 3, 2024 1:00 AM;46,137.50;49,821.50;3,684.00;5,469.00
Jan 3, 2024 1:00 AM;Jan 3, 2024 2:00 AM;44,335.25;48,719.00;4,383.75;4,225.25
Jan 3, 2024 2:00 AM;Jan 3, 2024 3:00 AM;43,294.75;47,742.25;4,447.50;2,874.00
Jan 3, 2024 3:00 AM;Jan 3, 2024 4:00 AM;43,656.25;48,305.75;4,649.50;3,290.00
Jan 3, 2024 4:00 AM;Jan 3, 2024 5:00 AM;45,081.75;49,750.75;4,669.00;3,881.50
Jan 3, 2024 5:00 AM;Jan 3, 2024 6:00 AM;47,957.50;52,540.50;4,583.00;5,882.50
Jan 3, 2024 6:00 AM;Jan 3, 2024 7:00 AM;53,736.25;57,184.00;3,447.75;6,764.75
Jan 3, 2024 7:00 AM;Jan 3, 2024 8:00 AM;58,238.50;59,264.00;1,025.50;10,119.25
Jan 3, 2024 8:00 AM;Jan 3, 2024 9:00 AM;60,985.00;61,173.00;188.00;13,153.00
Jan 3, 2024 9:00 AM;Jan 3, 2024 10:00 AM;62,279.00;62,329.75;50.75;13,125.00
Jan 3, 2024 10:00 AM;Jan 3, 2024 11:00 AM;63,084.75;63,687.75;603.00;11,025.50
Jan 3, 2024 11:00 AM;Jan 3, 2024 12:00 PM;64,448.00;65,449.50;1,001.50;10,784.75
Jan 3, 2024 12:00 PM;Jan 3, 2024 1:00 PM;64,460.75;65,233.50;772.75;10,976.75
Jan 3, 2024 1:00 PM;Jan 3, 2024 2:00 PM;63,089.25;63,912.00;822.75;11,119.75
Jan 3, 2024 2:00 PM;Jan 3, 2024 3:00 PM;61,937.75;62,655.00;717.25;13,096.00
Jan 3, 2024 3:00 PM;Jan 3, 2024 4:00 PM;61,490.25;62,075.50;585.25;17,215.00
Jan 3, 2024 4:00 PM;Jan 3, 2024 5:00 PM;62,105.50;62,170.25;64.75;21,250.75
Jan 3, 2024 5:00 PM;Jan 3, 2024 6:00 PM;64,559.00;64,587.75;28.75;25,825.00
Jan 3, 2024 6:00 PM;Jan 3, 2024 7:00 PM;64,586.50;64,591.00;4.50;27,322.00
Jan 3, 2024 7:00 PM;Jan 3, 2024 8:00 PM;62,472.25;62,483.75;11.50;26,519.50
Jan 3, 2024 8:00 PM;Jan 3, 2024 9:00 PM;58,666.50;58,766.25;99.75;23,607.25
Jan 3, 2024 9:00 PM;Jan 3, 2024 10:00 PM;55,714.00;55,957.50;243.50;20,921.25
Jan 3, 2024 10:00 PM;Jan 3, 2024 11:00 PM;52,734.75;53,202.75;468.00;19,015.25
Jan 3, 2024 11:00 PM;Jan 4, 2024 12:00 AM;48,999.50;49,830.75;831.25;14,818.75
Jan 4, 2024 12:00 AM;Jan 4, 2024 1:00 AM;46,366.00;49,173.25;2,807.25;11,643.50
Jan 4, 2024 1:00 AM;Jan 4, 2024 2:00 AM;45,278.25;49,568.25;4,290.00;9,810.25
Jan 4, 2024 2:00 AM;Jan 4, 2024 3:00 AM;44,642.50;49,598.50;4,956.00;8,093.50
Jan 4, 2024 3:00 AM;Jan 4, 2024 4:00 AM;45,027.25;50,014.00;4,986.75;8,010.75
Jan 4, 2024 4:00 AM;Jan 4, 2024 5:00 AM;46,279.75;50,838.00;4,558.25;8,796.00
Jan 4, 2024 5:00 AM;Jan 4, 2024 6:00 AM;48,751.50;52,370.00;3,618.50;10,824.75
Jan 4, 2024 6:00 AM;Jan 4, 2024 7:00 AM;53,684.00;55,115.25;1,431.25;16,465.00
Jan 4, 2024 7:00 AM;Jan 4, 2024 8:00 AM;59,303.50;59,583.25;279.75;23,302.25
Jan 4, 2024 8:00 AM;Jan 4, 2024 9:00 AM;62,947.25;63,099.00;151.75;28,355.25
Jan 4, 2024 9:00 AM;Jan 4, 2024 10:00 AM;64,255.00;64,448.25;193.25;29,909.50
Jan 4, 2024 10:00 AM;Jan 4, 2024 11:00 AM;65,365.00;66,011.75;646.75;30,417.75
Jan 4, 2024 11:00 AM;Jan 4, 2024 12:00 PM;65,554.75;65,585.75;31.00;31,090.75
Jan 4, 2024 12:00 PM;Jan 4, 2024 1:00 PM;65,594.50;65,604.00;9.50;33,004.50
Jan 4, 2024 1:00 PM;Jan 4, 2024 2:00 PM;64,722.75;64,911.25;188.50;35,264.75
Jan 4, 2024 2:00 PM;Jan 4, 2024 3:00 PM;63,715.00;63,894.00;179.00;38,642.25
Jan 4, 2024 3:00 PM;Jan 4, 2024 4:00 PM;63,035.00;63,134.50;99.50;42,967.75
Jan 4, 2024 4:00 PM;Jan 4, 2024 5:00 PM;63,827.50;63,907.75;80.25;47,997.75
Jan 4, 2024 5:00 PM;Jan 4, 2024 6:00 PM;65,704.50;65,709.50;5.00;52,780.50
Jan 4, 2024 6:00 PM;Jan 4, 2024 7:00 PM;64,839.75;64,840.25;0.50;54,383.75
Jan 4, 2024 7:00 PM;Jan 4, 2024 8:00 PM;63,362.75;63,477.25;114.50;54,228.25
Jan 4, 2024 8:00 PM;Jan 4, 2024 9:00 PM;59,665.50;59,735.00;69.50;50,720.50
Jan 4, 2024 9:00 PM;Jan 4, 2024 10:00 PM;56,429.75;56,693.25;263.50;47,626.00
Jan 4, 2024 10:00 PM;Jan 4, 2024 11:00 PM;53,468.75;53,643.75;175.00;43,654.00
Jan 4, 2024 11:00 PM;Jan 5, 2024 12:00 AM;50,083.00;50,490.50;407.50;39,608.25
Jan 5, 2024 12:00 AM;Jan 5, 2024 1:00 AM;46,882.75;47,374.50;491.75;34,882.50
Jan 5, 2024 1:00 AM;Jan 5, 2024 2:00 AM;45,242.00;46,433.50;1,191.50;31,310.50
Jan 5, 2024 2:00 AM;Jan 5, 2024 3:00 AM;44,115.25;46,687.50;2,572.25;28,163.50
Jan 5, 2024 3:00 AM;Jan 5, 2024 4:00 AM;44,397.00;47,934.50;3,537.50;26,106.50
Jan 5, 2024 4:00 AM;Jan 5, 2024 5:00 AM;45,672.25;49,531.75;3,859.50;25,940.25
Jan 5, 2024 5:00 AM;Jan 5, 2024 6:00 AM;48,107.75;50,393.00;2,285.25;26,652.50
Jan 5, 2024 6:00 AM;Jan 5, 2024 7:00 AM;52,828.00;53,667.25;839.25;29,467.50
Jan 5, 2024 7:00 AM;Jan 5, 2024 8:00 AM;58,204.00;58,384.25;180.25;33,138.50
Jan 5, 2024 8:00 AM;Jan 5, 2024 9:00 AM;61,650.50;61,786.75;136.25;34,808.25
Jan 5, 2024 9:00 AM;Jan 5, 2024 10:00 AM;63,237.00;63,368.00;131.00;34,070.25
Jan 5, 2024 10:00 AM;Jan 5, 2024 11:00 AM;64,022.00;64,154.75;132.75;32,020.00
Jan 5, 2024 11:00 AM;Jan 5, 2024 12:00 PM;64,775.00;65,017.50;242.50;30,832.75
Jan 5, 2024 12:00 PM;Jan 5, 2024 1:00 PM;64,509.25;64,525.50;16.25;30,747.25
Jan 5, 2024 1:00 PM;Jan 5, 2024 2:00 PM;63,212.00;63,222.25;10.25;31,091.25
Jan 5, 2024 2:00 PM;Jan 5, 2024 3:00 PM;62,148.75;62,165.25;16.50;32,197.00
Jan 5, 2024 3:00 PM;Jan 5, 2024 4:00 PM;61,704.75;61,775.50;70.75;34,492.75
Jan 5, 2024 4:00 PM;Jan 5, 2024 5:00 PM;62,787.25;62,795.00;7.75;37,111.25
Jan 5, 2024 5:00 PM;Jan 5, 2024 6:00 PM;65,094.75;65,102.75;8.00;39,167.75
Jan 5, 2024 6:00 PM;Jan 5, 2024 7:00 PM;64,997.50;65,008.25;10.75;38,878.25
Jan 5, 2024 7:00 PM;Jan 5, 2024 8:00 PM;63,064.50;63,107.75;43.25;36,899.75
Jan 5, 2024 8:00 PM;Jan 5, 2024 9:00 PM;59,468.25;59,697.00;228.75;34,152.50
Jan 5, 2024 9:00 PM;Jan 5, 2024 10:00 PM;56,368.25;56,633.00;264.75;32,045.50
Jan 5, 2024 10:00 PM;Jan 5, 2024 11:00 PM;53,853.50;53,992.00;138.50;31,150.50
Jan 5, 2024 11:00 PM;Jan 6, 2024 12:00 AM;50,416.00;50,832.50;416.50;29,367.00
Jan 6, 2024 12:00 AM;Jan 6, 2024 1:00 AM;47,558.00;48,043.75;485.75;27,978.25
Jan 6, 2024 1:00 AM;Jan 6, 2024 2:00 AM;45,836.00;46,835.00;999.00;27,643.50
Jan 6, 2024 2:00 AM;Jan 6, 2024 3:00 AM;44,859.50;46,765.25;1,905.75;27,572.50
Jan 6, 2024 3:00 AM;Jan 6, 2024 4:00 AM;44,223.50;46,296.50;2,073.00;27,626.50
Jan 6, 2024 4:00 AM;Jan 6, 2024 5:00 AM;44,314.00;46,536.50;2,222.50;28,021.25
Jan 6, 2024 5:00 AM;Jan 6, 2024 6:00 AM;44,637.50;46,764.50;2,127.00;28,772.00
Jan 6, 2024 6:00 AM;Jan 6, 2024 7:00 AM;45,244.75;47,061.50;1,816.75;29,329.00
Jan 6, 2024 7:00 AM;Jan 6, 2024 8:00 AM;46,848.25;47,444.00;595.75;31,044.00
Jan 6, 2024 8:00 AM;Jan 6, 2024 9:00 AM;50,410.50;50,681.00;270.50;34,385.75
Jan 6, 2024 9:00 AM;Jan 6, 2024 10:00 AM;53,938.00;54,307.25;369.25;36,841.25
Jan 6, 2024 10:00 AM;Jan 6, 2024 11:00 AM;55,906.75;56,059.75;153.00;37,964.00
Jan 6, 2024 11:00 AM;Jan 6, 2024 12:00 PM;57,656.75;57,719.25;62.50;39,268.00
Jan 6, 2024 12:00 PM;Jan 6, 2024 1:00 PM;58,010.50;58,094.00;83.50;39,429.75
Jan 6, 2024 1:00 PM;Jan 6, 2024 2:00 PM;56,947.75;56,986.50;38.75;38,980.50
Jan 6, 2024 2:00 PM;Jan 6, 2024 3:00 PM;56,351.00;56,491.00;140.00;39,212.75
Jan 6, 2024 3:00 PM;Jan 6, 2024 4:00 PM;56,437.25;56,531.75;94.50;40,042.00
Jan 6, 2024 4:00 PM;Jan 6, 2024 5:00 PM;57,204.75;57,358.25;153.50;41,217.00
Jan 6, 2024 5:00 PM;Jan 6, 2024 6:00 PM;59,214.25;59,278.50;64.25;42,919.00
Jan 6, 2024 6:00 PM;Jan 6, 2024 7:00 PM;59,277.25;59,287.75;10.50;42,910.00
Jan 6, 2024 7:00 PM;Jan 6, 2024 8:00 PM;57,654.75;57,675.25;20.50;41,289.00
Jan 6, 2024 8:00 PM;Jan 6, 2024 9:00 PM;54,549.50;54,738.75;189.25;38,055.25
Jan 6, 2024 9:00 PM;Jan 6, 2024 10:00 PM;52,155.25;52,368.50;213.25;35,762.50
Jan 6, 2024 10:00 PM;Jan 6, 2024 11:00 PM;50,914.50;51,195.25;280.75;34,787.75
Jan 6, 2024 11:00 PM;Jan 7, 2024 12:00 AM;48,121.75;48,666.75;545.00;32,026.50
Jan 7, 2024 12:00 AM;Jan 7, 2024 1:00 AM;45,382.75;46,403.75;1,021.00;29,539.00
Jan 7, 2024 1:00 AM;Jan 7, 2024 2:00 AM;43,746.25;45,324.75;1,578.50;27,783.00
Jan 7, 2024 2:00 AM;Jan 7, 2024 3:00 AM;43,048.75;45,910.75;2,862.00;26,962.25
Jan 7, 2024 3:00 AM;Jan 7, 2024 4:00 AM;42,566.50;45,687.75;3,121.25;26,504.25
Jan 7, 2024 4:00 AM;Jan 7, 2024 5:00 AM;42,672.50;46,432.75;3,760.25;26,413.00
Jan 7, 2024 5:00 AM;Jan 7, 2024 6:00 AM;42,592.75;46,326.00;3,733.25;26,200.75
Jan 7, 2024 6:00 AM;Jan 7, 2024 7:00 AM;42,738.25;46,144.50;3,406.25;25,679.75
Jan 7, 2024 7:00 AM;Jan 7, 2024 8:00 AM;44,372.50;47,122.25;2,749.75;27,339.25
Jan 7, 2024 8:00 AM;Jan 7, 2024 9:00 AM;46,910.75;47,856.50;945.75;30,229.75
Jan 7, 2024 9:00 AM;Jan 7, 2024 10:00 AM;50,727.25;50,796.50;69.25;33,700.50
Jan 7, 2024 10:00 AM;Jan 7, 2024 11:00 AM;53,437.25;53,451.00;13.75;35,895.25
Jan 7, 2024 11:00 AM;Jan 7, 2024 12:00 PM;56,026.50;56,038.25;11.75;37,307.00
Jan 7, 2024 12:00 PM;Jan 7, 2024 1:00 PM;56,856.50;56,920.00;63.50;37,426.00
Jan 7, 2024 1:00 PM;Jan 7, 2024 2:00 PM;55,751.25;55,822.50;71.25;36,371.25
Jan 7, 2024 2:00 PM;Jan 7, 2024 3:00 PM;54,913.00;55,055.75;142.75;36,112.75
Jan 7, 2024 3:00 PM;Jan 7, 2024 4:00 PM;54,643.50;54,673.75;30.25;36,952.25
Jan 7, 2024 4:00 PM;Jan 7, 2024 5:00 PM;56,329.00;56,352.50;23.50;38,467.50
Jan 7, 2024 5:00 PM;Jan 7, 2024 6:00 PM;59,864.25;59,957.50;93.25;40,708.25
Jan 7, 2024 6:00 PM;Jan 7, 2024 7:00 PM;60,473.25;60,734.75;261.50;39,580.75
Jan 7, 2024 7:00 PM;Jan 7, 2024 8:00 PM;59,068.25;59,675.25;607.00;36,815.75
Jan 7, 2024 8:00 PM;Jan 7, 2024 9:00 PM;56,368.75;56,727.00;358.25;34,572.25
Jan 7, 2024 9:00 PM;Jan 7, 2024 10:00 PM;54,746.50;54,832.75;86.25;34,005.00
Jan 7, 2024 10:00 PM;Jan 7, 2024 11:00 PM;54,224.50;54,568.25;343.75;33,662.00
Jan 7, 2024 11:00 PM;Jan 8, 2024 12:00 AM;51,706.75;53,761.50;2,054.75;30,791.50
Jan 8, 2024 12:00 AM;Jan 8, 2024 1:00 AM;50,045.00;53,736.25;3,691.25;29,050.75
Jan 8, 2024 1:00 AM;Jan 8, 2024 2:00 AM;48,530.75;52,394.00;3,863.25;26,920.75
Jan 8, 2024 2:00 AM;Jan 8, 2024 3:00 AM;48,045.00;52,115.50;4,070.50;25,610.50
Jan 8, 2024 3:00 AM;Jan 8, 2024 4:00 AM;48,212.25;52,623.00;4,410.75;25,360.25
Jan 8, 2024 4:00 AM;Jan 8, 2024 5:00 AM;49,203.00;52,869.00;3,666.00;26,949.25
Jan 8, 2024 5:00 AM;Jan 8, 2024 6:00 AM;52,497.75;55,400.25;2,902.50;30,678.25
Jan 8, 2024 6:00 AM;Jan 8, 2024 7:00 AM;60,305.25;61,516.75;1,211.50;38,274.50
Jan 8, 2024 7:00 AM;Jan 8, 2024 8:00 AM;66,176.00;66,734.25;558.25;44,178.00
Jan 8, 2024 8:00 AM;Jan 8, 2024 9:00 AM;69,647.50;69,780.00;132.50;47,049.75
Jan 8, 2024 9:00 AM;Jan 8, 2024 10:00 AM;70,157.50;70,164.50;7.00;45,943.25
Jan 8, 2024 10:00 AM;Jan 8, 2024 11:00 AM;69,722.00;69,823.25;101.25;42,974.25
Jan 8, 2024 11:00 AM;Jan 8, 2024 12:00 PM;69,755.75;70,023.25;267.50;40,149.00
Jan 8, 2024 12:00 PM;Jan 8, 2024 1:00 PM;69,315.75;69,481.25;165.50;38,009.00
Jan 8, 2024 1:00 PM;Jan 8, 2024 2:00 PM;69,045.50;69,483.25;437.75;37,994.75
Jan 8, 2024 2:00 PM;Jan 8, 2024 3:00 PM;68,221.50;68,830.50;609.00;39,916.75
Jan 8, 2024 3:00 PM;Jan 8, 2024 4:00 PM;67,905.25;68,442.75;537.50;43,480.00
Jan 8, 2024 4:00 PM;Jan 8, 2024 5:00 PM;68,308.25;68,528.50;220.25;45,389.00
Jan 8, 2024 5:00 PM;Jan 8, 2024 6:00 PM;70,711.00;70,720.00;9.00;47,280.25
Jan 8, 2024 6:00 PM;Jan 8, 2024 7:00 PM;70,678.25;70,679.75;1.50;47,220.00
Jan 8, 2024 7:00 PM;Jan 8, 2024 8:00 PM;69,326.75;69,469.50;142.75;46,093.00
Jan 8, 2024 8:00 PM;Jan 8, 2024 9:00 PM;65,828.00;65,901.00;73.00;43,524.75
Jan 8, 2024 9:00 PM;Jan 8, 2024 10:00 PM;62,587.25;62,755.50;168.25;41,326.75
Jan 8, 2024 10:00 PM;Jan 8, 2024 11:00 PM;59,977.50;60,246.25;268.75;40,447.25
Jan 8, 2024 11:00 PM;Jan 9, 2024 12:00 AM;56,515.00;58,510.00;1,995.00;38,344.25
Jan 9, 2024 12:00 AM;Jan 9, 2024 1:00 AM;54,800.00;57,382.75;2,582.75;37,744.50
Jan 9, 2024 1:00 AM;Jan 9, 2024 2:00 AM;53,013.75;56,509.75;3,496.00;36,900.50
Jan 9, 2024 2:00 AM;Jan 9, 2024 3:00 AM;52,305.25;56,428.50;4,123.25;36,936.50
Jan 9, 2024 3:00 AM;Jan 9, 2024 4:00 AM;51,986.25;56,006.00;4,019.75;37,443.00
Jan 9, 2024 4:00 AM;Jan 9, 2024 5:00 AM;52,933.25;56,697.00;3,763.75;38,924.50
Jan 9, 2024 5:00 AM;Jan 9, 2024 6:00 AM;56,133.00;58,252.75;2,119.75;42,680.50
Jan 9, 2024 6:00 AM;Jan 9, 2024 7:00 AM;62,377.75;62,661.75;284.00;48,985.50
Jan 9, 2024 7:00 AM;Jan 9, 2024 8:00 AM;68,218.50;68,248.75;30.25;55,245.00
Jan 9, 2024 8:00 AM;Jan 9, 2024 9:00 AM;70,871.50;70,877.50;6.00;57,741.25
Jan 9, 2024 9:00 AM;Jan 9, 2024 10:00 AM;70,857.25;70,860.00;2.75;55,264.75
Jan 9, 2024 10:00 AM;Jan 9, 2024 11:00 AM;70,830.25;70,842.75;12.50;51,408.00
Jan 9, 2024 11:00 AM;Jan 9, 2024 12:00 PM;70,792.00;70,976.50;184.50;47,926.50
Jan 9, 2024 12:00 PM;Jan 9, 2024 1:00 PM;70,341.25;71,047.75;706.50;46,127.25
Jan 9, 2024 1:00 PM;Jan 9, 2024 2:00 PM;68,867.00;69,227.00;360.00;45,809.25
Jan 9, 2024 2:00 PM;Jan 9, 2024 3:00 PM;67,306.50;67,701.75;395.25;48,698.75
Jan 9, 2024 3:00 PM;Jan 9, 2024 4:00 PM;67,221.00;67,245.25;24.25;54,433.25
Jan 9, 2024 4:00 PM;Jan 9, 2024 5:00 PM;68,084.25;68,131.25;47.00;57,145.50
Jan 9, 2024 5:00 PM;Jan 9, 2024 6:00 PM;71,236.25;71,243.75;7.50;58,392.00
Jan 9, 2024 6:00 PM;Jan 9, 2024 7:00 PM;71,059.25;71,111.00;51.75;57,635.75
Jan 9, 2024 7:00 PM;Jan 9, 2024 8:00 PM;69,586.50;69,631.25;44.75;56,307.00
Jan 9, 2024 8:00 PM;Jan 9, 2024 9:00 PM;66,124.75;66,153.50;28.75;53,343.75
Jan 9, 2024 9:00 PM;Jan 9, 2024 10:00 PM;63,224.00;63,313.25;89.25;50,799.25
Jan 9, 2024 10:00 PM;Jan 9, 2024 11:00 PM;60,247.75;60,896.75;649.00;48,392.00
Jan 9, 2024 11:00 PM;Jan 10, 2024 12:00 AM;57,335.75;59,350.25;2,014.50;46,095.00
Jan 10, 2024 12:00 AM;Jan 10, 2024 1:00 AM;55,036.00;57,682.25;2,646.25;44,734.50
Jan 10, 2024 1:00 AM;Jan 10, 2024 2:00 AM;53,368.50;56,532.00;3,163.50;43,758.00
Jan 10, 2024 2:00 AM;Jan 10, 2024 3:00 AM;52,543.00;56,496.25;3,953.25;43,037.75
Jan 10, 2024 3:00 AM;Jan 10, 2024 4:00 AM;52,445.50;56,597.50;4,152.00;43,213.25
Jan 10, 2024 4:00 AM;Jan 10, 2024 5:00 AM;53,119.00;57,076.25;3,957.25;43,903.75
Jan 10, 2024 5:00 AM;Jan 10, 2024 6:00 AM;56,026.25;59,170.25;3,144.00;46,815.00
Jan 10, 2024 6:00 AM;Jan 10, 2024 7:00 AM;62,505.00;63,200.25;695.25;53,085.50
Jan 10, 2024 7:00 AM;Jan 10, 2024 8:00 AM;68,074.50;68,079.25;4.75;58,508.25
Jan 10, 2024 8:00 AM;Jan 10, 2024 9:00 AM;70,666.75;70,670.50;3.75;60,766.25
Jan 10, 2024 9:00 AM;Jan 10, 2024 10:00 AM;71,470.25;71,473.50;3.25;59,207.75
Jan 10, 2024 10:00 AM;Jan 10, 2024 11:00 AM;71,238.50;71,292.25;53.75;55,604.00
Jan 10, 2024 11:00 AM;Jan 10, 2024 12:00 PM;70,909.25;71,062.25;153.00;52,702.75
Jan 10, 2024 12:00 PM;Jan 10, 2024 1:00 PM;70,050.00;70,408.25;358.25;51,291.25
Jan 10, 2024 1:00 PM;Jan 10, 2024 2:00 PM;68,746.50;69,159.00;412.50;51,808.50
Jan 10, 2024 2:00 PM;Jan 10, 2024 3:00 PM;67,476.00;68,014.75;538.75;54,743.25
Jan 10, 2024 3:00 PM;Jan 10, 2024 4:00 PM;67,311.25;67,487.00;175.75;59,911.00
Jan 10, 2024 4:00 PM;Jan 10, 2024 5:00 PM;68,447.75;68,502.75;55.00;63,075.50
Jan 10, 2024 5:00 PM;Jan 10, 2024 6:00 PM;71,087.75;71,177.25;89.50;64,368.75
Jan 10, 2024 6:00 PM;Jan 10, 2024 7:00 PM;70,733.50;70,746.50;13.00;63,509.50
Jan 10, 2024 7:00 PM;Jan 10, 2024 8:00 PM;69,510.75;69,515.50;4.75;63,193.00
Jan 10, 2024 8:00 PM;Jan 10, 2024 9:00 PM;66,369.50;66,385.50;16.00;61,043.25
Jan 10, 2024 9:00 PM;Jan 10, 2024 10:00 PM;63,116.00;63,322.75;206.75;58,570.00
Jan 10, 2024 10:00 PM;Jan 10, 2024 11:00 PM;60,387.50;60,642.00;254.50;56,325.25
Jan 10, 2024 11:00 PM;Jan 11, 2024 12:00 AM;57,235.00;58,269.50;1,034.50;53,371.00
Jan 11, 2024 12:00 AM;Jan 11, 2024 1:00 AM;55,496.75;58,142.25;2,645.50;51,514.00
Jan 11, 2024 1:00 AM;Jan 11, 2024 2:00 AM;54,369.00;58,164.25;3,795.25;49,891.75
Jan 11, 2024 2:00 AM;Jan 11, 2024 3:00 AM;53,263.75;57,037.00;3,773.25;48,213.25
Jan 11, 2024 3:00 AM;Jan 11, 2024 4:00 AM;53,320.75;57,551.00;4,230.25;48,015.00
Jan 11, 2024 4:00 AM;Jan 11, 2024 5:00 AM;54,278.50;58,661.50;4,383.00;48,390.75
