Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Sep 30, 2024 4:00 PM;Sep 30, 2024 5:00 PM;59,942.00;62,306.75;2,364.75;24,361.75
Sep 30, 2024 5:00 PM;Sep 30, 2024 6:00 PM;60,531.25;61,391.00;859.75;29,649.25
Sep 30, 2024 6:00 PM;Sep 30, 2024 7:00 PM;62,390.25;62,562.75;172.50;32,937.00
Sep 30, 2024 7:00 PM;Sep 30, 2024 8:00 PM;63,684.00;63,764.25;80.25;33,287.50
Sep 30, 2024 8:00 PM;Sep 30, 2024 9:00 PM;60,794.75;61,808.25;1,013.50;27,989.50
Sep 30, 2024 9:00 PM;Sep 30, 2024 10:00 PM;56,577.25;57,949.25;1,372.00;24,781.75
Sep 30, 2024 10:00 PM;Sep 30, 2024 11:00 PM;53,865.25;55,928.25;2,063.00;22,470.75
Sep 30, 2024 11:00 PM;Oct 1, 2024 12:00 AM;50,903.75;54,237.50;3,333.75;19,686.50
Oct 1, 2024 12:00 AM;Oct 1, 2024 1:00 AM;46,034.00;50,282.75;4,248.75;14,557.50
Oct 1, 2024 1:00 AM;Oct 1, 2024 2:00 AM;44,656.75;49,569.50;4,912.75;12,868.00
Oct 1, 2024 2:00 AM;Oct 1, 2024 3:00 AM;44,192.75;49,592.25;5,399.50;13,585.50
Oct 1, 2024 3:00 AM;Oct 1, 2024 4:00 AM;44,182.50;49,357.00;5,174.50;14,801.75
Oct 1, 2024 4:00 AM;Oct 1, 2024 5:00 AM;45,039.50;49,300.00;4,260.50;15,847.00
Oct 1, 2024 5:00 AM;Oct 1, 2024 6:00 AM;48,204.25;50,836.00;2,631.75;20,123.75
Oct 1, 2024 6:00 AM;Oct 1, 2024 7:00 AM;55,353.00;55,914.25;561.25;28,116.75
Oct 1, 2024 7:00 AM;Oct 1, 2024 8:00 AM;59,896.75;59,905.00;8.25;34,028.00
Oct 1, 2024 8:00 AM;Oct 1, 2024 9:00 AM;62,264.00;62,272.50;8.50;35,616.00
Oct 1, 2024 9:00 AM;Oct 1, 2024 10:00 AM;62,751.25;62,765.25;14.00;33,096.00
Oct 1, 2024 10:00 AM;Oct 1, 2024 11:00 AM;63,718.00;63,856.00;138.00;30,849.00
Oct 1, 2024 11:00 AM;Oct 1, 2024 12:00 PM;64,185.00;64,778.50;593.50;29,198.75
Oct 1, 2024 12:00 PM;Oct 1, 2024 1:00 PM;63,576.25;64,829.75;1,253.50;28,474.75
Oct 1, 2024 1:00 PM;Oct 1, 2024 2:00 PM;63,073.00;65,854.00;2,781.00;27,879.75
Oct 1, 2024 2:00 PM;Oct 1, 2024 3:00 PM;61,558.00;63,909.00;2,351.00;27,600.50
Oct 1, 2024 3:00 PM;Oct 1, 2024 4:00 PM;60,214.75;62,063.75;1,849.00;28,763.75
Oct 1, 2024 4:00 PM;Oct 1, 2024 5:00 PM;59,177.50;60,143.75;966.25;32,658.25
Oct 1, 2024 5:00 PM;Oct 1, 2024 6:00 PM;59,263.00;59,334.00;71.00;38,916.75
Oct 1, 2024 6:00 PM;Oct 1, 2024 7:00 PM;60,098.00;60,101.00;3.00;43,559.25
Oct 1, 2024 7:00 PM;Oct 1, 2024 8:00 PM;60,948.00;60,950.25;2.25;45,019.25
Oct 1, 2024 8:00 PM;Oct 1, 2024 9:00 PM;58,265.25;58,266.50;1.25;42,768.00
Oct 1, 2024 9:00 PM;Oct 1, 2024 10:00 PM;54,801.25;54,863.25;62.00;40,115.00
Oct 1, 2024 10:00 PM;Oct 1, 2024 11:00 PM;50,857.50;50,884.50;27.00;37,734.25
Oct 1, 2024 11:00 PM;Oct 2, 2024 12:00 AM;47,353.50;47,558.75;205.25;34,630.75
Oct 2, 2024 12:00 AM;Oct 2, 2024 1:00 AM;44,760.50;47,422.50;2,662.00;31,289.50
Oct 2, 2024 1:00 AM;Oct 2, 2024 2:00 AM;43,370.00;46,380.50;3,010.50;29,858.25
Oct 2, 2024 2:00 AM;Oct 2, 2024 3:00 AM;42,997.25;47,122.00;4,124.75;29,255.50
Oct 2, 2024 3:00 AM;Oct 2, 2024 4:00 AM;43,516.50;48,282.25;4,765.75;29,511.00
Oct 2, 2024 4:00 AM;Oct 2, 2024 5:00 AM;44,322.75;49,126.00;4,803.25;30,357.25
Oct 2, 2024 5:00 AM;Oct 2, 2024 6:00 AM;47,082.00;49,834.75;2,752.75;33,045.50
Oct 2, 2024 6:00 AM;Oct 2, 2024 7:00 AM;54,907.75;56,623.25;1,715.50;39,541.50
Oct 2, 2024 7:00 AM;Oct 2, 2024 8:00 AM;59,691.00;59,714.00;23.00;43,834.75
Oct 2, 2024 8:00 AM;Oct 2, 2024 9:00 AM;62,068.00;62,082.25;14.25;44,562.00
Oct 2, 2024 9:00 AM;Oct 2, 2024 10:00 AM;62,808.50;63,027.50;219.00;41,783.25
Oct 2, 2024 10:00 AM;Oct 2, 2024 11:00 AM;63,555.50;64,021.00;465.50;38,669.25
Oct 2, 2024 11:00 AM;Oct 2, 2024 12:00 PM;63,931.75;64,646.75;715.00;35,277.50
Oct 2, 2024 12:00 PM;Oct 2, 2024 1:00 PM;63,961.75;65,617.00;1,655.25;33,776.75
Oct 2, 2024 1:00 PM;Oct 2, 2024 2:00 PM;63,031.00;65,410.00;2,379.00;32,864.50
Oct 2, 2024 2:00 PM;Oct 2, 2024 3:00 PM;61,059.50;63,483.50;2,424.00;31,958.75
Oct 2, 2024 3:00 PM;Oct 2, 2024 4:00 PM;59,390.50;61,424.00;2,033.50;32,746.25
Oct 2, 2024 4:00 PM;Oct 2, 2024 5:00 PM;57,737.00;58,756.00;1,019.00;34,749.75
Oct 2, 2024 5:00 PM;Oct 2, 2024 6:00 PM;57,763.75;58,249.00;485.25;40,229.50
Oct 2, 2024 6:00 PM;Oct 2, 2024 7:00 PM;58,733.25;58,746.25;13.00;45,252.75
Oct 2, 2024 7:00 PM;Oct 2, 2024 8:00 PM;59,726.00;59,735.75;9.75;45,630.00
Oct 2, 2024 8:00 PM;Oct 2, 2024 9:00 PM;56,792.50;56,909.25;116.75;41,598.25
Oct 2, 2024 9:00 PM;Oct 2, 2024 10:00 PM;53,219.00;53,378.00;159.00;36,734.25
Oct 2, 2024 10:00 PM;Oct 2, 2024 11:00 PM;49,138.25;49,330.00;191.75;32,959.00
Oct 2, 2024 11:00 PM;Oct 3, 2024 12:00 AM;45,385.50;45,976.50;591.00;29,580.75
Oct 3, 2024 12:00 AM;Oct 3, 2024 1:00 AM;42,842.75;43,489.50;646.75;27,615.75
Oct 3, 2024 1:00 AM;Oct 3, 2024 2:00 AM;40,829.50;41,826.75;997.25;26,050.75
Oct 3, 2024 2:00 AM;Oct 3, 2024 3:00 AM;39,857.00;41,886.00;2,029.00;25,251.75
Oct 3, 2024 3:00 AM;Oct 3, 2024 4:00 AM;39,683.50;42,545.00;2,861.50;24,895.75
Oct 3, 2024 4:00 AM;Oct 3, 2024 5:00 AM;39,731.25;41,950.25;2,219.00;24,173.50
Oct 3, 2024 5:00 AM;Oct 3, 2024 6:00 AM;39,661.75;41,451.75;1,790.00;23,074.00
Oct 3, 2024 6:00 AM;Oct 3, 2024 7:00 AM;40,031.75;40,866.50;834.75;22,724.50
Oct 3, 2024 7:00 AM;Oct 3, 2024 8:00 AM;41,981.50;42,294.75;313.25;24,058.25
Oct 3, 2024 8:00 AM;Oct 3, 2024 9:00 AM;45,013.25;45,034.50;21.25;25,653.00
Oct 3, 2024 9:00 AM;Oct 3, 2024 10:00 AM;47,588.00;47,651.50;63.50;25,850.75
Oct 3, 2024 10:00 AM;Oct 3, 2024 11:00 AM;49,670.25;51,210.00;1,539.75;24,500.75
Oct 3, 2024 11:00 AM;Oct 3, 2024 12:00 PM;52,142.75;56,091.50;3,948.75;23,067.25
Oct 3, 2024 12:00 PM;Oct 3, 2024 1:00 PM;51,999.50;56,484.00;4,484.50;20,701.50
Oct 3, 2024 1:00 PM;Oct 3, 2024 2:00 PM;49,999.00;54,300.50;4,301.50;19,729.25
Oct 3, 2024 2:00 PM;Oct 3, 2024 3:00 PM;48,724.25;52,763.75;4,039.50;20,456.75
Oct 3, 2024 3:00 PM;Oct 3, 2024 4:00 PM;48,549.00;52,516.50;3,967.50;23,198.50
Oct 3, 2024 4:00 PM;Oct 3, 2024 5:00 PM;47,856.25;50,455.25;2,599.00;26,718.75
Oct 3, 2024 5:00 PM;Oct 3, 2024 6:00 PM;47,979.25;48,146.00;166.75;31,723.50
Oct 3, 2024 6:00 PM;Oct 3, 2024 7:00 PM;49,732.00;49,744.00;12.00;36,673.50
Oct 3, 2024 7:00 PM;Oct 3, 2024 8:00 PM;50,778.75;50,781.00;2.25;37,866.00
Oct 3, 2024 8:00 PM;Oct 3, 2024 9:00 PM;48,772.75;48,781.75;9.00;35,456.25
Oct 3, 2024 9:00 PM;Oct 3, 2024 10:00 PM;46,498.00;46,529.50;31.50;33,283.75
Oct 3, 2024 10:00 PM;Oct 3, 2024 11:00 PM;44,398.50;44,440.75;42.25;31,899.75
Oct 3, 2024 11:00 PM;Oct 4, 2024 12:00 AM;41,349.00;41,436.50;87.50;29,589.25
Oct 4, 2024 12:00 AM;Oct 4, 2024 1:00 AM;39,111.00;40,159.00;1,048.00;27,952.00
Oct 4, 2024 1:00 AM;Oct 4, 2024 2:00 AM;38,360.00;41,485.50;3,125.50;27,786.75
Oct 4, 2024 2:00 AM;Oct 4, 2024 3:00 AM;37,953.75;41,936.50;3,982.75;27,896.25
Oct 4, 2024 3:00 AM;Oct 4, 2024 4:00 AM;38,660.25;42,630.25;3,970.00;28,727.50
Oct 4, 2024 4:00 AM;Oct 4, 2024 5:00 AM;39,833.75;43,693.75;3,860.00;30,023.25
Oct 4, 2024 5:00 AM;Oct 4, 2024 6:00 AM;41,769.75;43,577.75;1,808.00;32,262.75
Oct 4, 2024 6:00 AM;Oct 4, 2024 7:00 AM;46,375.50;46,773.50;398.00;37,218.00
Oct 4, 2024 7:00 AM;Oct 4, 2024 8:00 AM;50,070.25;50,077.00;6.75;40,896.75
Oct 4, 2024 8:00 AM;Oct 4, 2024 9:00 AM;52,835.00;52,838.00;3.00;41,778.75
Oct 4, 2024 9:00 AM;Oct 4, 2024 10:00 AM;53,953.75;54,028.50;74.75;39,198.00
Oct 4, 2024 10:00 AM;Oct 4, 2024 11:00 AM;54,780.75;55,290.00;509.25;35,593.75
Oct 4, 2024 11:00 AM;Oct 4, 2024 12:00 PM;55,354.25;56,595.50;1,241.25;32,220.00
Oct 4, 2024 12:00 PM;Oct 4, 2024 1:00 PM;55,631.50;58,709.75;3,078.25;30,543.25
Oct 4, 2024 1:00 PM;Oct 4, 2024 2:00 PM;54,445.25;58,937.25;4,492.00;30,268.25
Oct 4, 2024 2:00 PM;Oct 4, 2024 3:00 PM;52,316.75;54,699.25;2,382.50;30,731.25
Oct 4, 2024 3:00 PM;Oct 4, 2024 4:00 PM;51,059.25;52,259.50;1,200.25;32,323.25
Oct 4, 2024 4:00 PM;Oct 4, 2024 5:00 PM;50,686.50;51,901.25;1,214.75;35,979.50
Oct 4, 2024 5:00 PM;Oct 4, 2024 6:00 PM;51,205.00;51,471.50;266.50;41,529.25
Oct 4, 2024 6:00 PM;Oct 4, 2024 7:00 PM;52,439.50;52,448.75;9.25;46,063.00
Oct 4, 2024 7:00 PM;Oct 4, 2024 8:00 PM;53,461.25;53,467.25;6.00;47,107.00
Oct 4, 2024 8:00 PM;Oct 4, 2024 9:00 PM;50,783.50;50,791.25;7.75;43,888.50
Oct 4, 2024 9:00 PM;Oct 4, 2024 10:00 PM;48,113.75;48,172.50;58.75;41,205.75
Oct 4, 2024 10:00 PM;Oct 4, 2024 11:00 PM;45,478.25;45,497.00;18.75;39,005.25
Oct 4, 2024 11:00 PM;Oct 5, 2024 12:00 AM;42,259.75;42,290.75;31.00;36,246.25
Oct 5, 2024 12:00 AM;Oct 5, 2024 1:00 AM;39,813.00;40,117.50;304.50;34,465.75
Oct 5, 2024 1:00 AM;Oct 5, 2024 2:00 AM;38,128.50;38,598.25;469.75;33,354.75
Oct 5, 2024 2:00 AM;Oct 5, 2024 3:00 AM;37,342.75;37,731.50;388.75;33,086.00
Oct 5, 2024 3:00 AM;Oct 5, 2024 4:00 AM;37,280.75;37,933.00;652.25;33,564.75
Oct 5, 2024 4:00 AM;Oct 5, 2024 5:00 AM;37,422.75;38,531.75;1,109.00;34,133.25
Oct 5, 2024 5:00 AM;Oct 5, 2024 6:00 AM;38,506.50;38,729.75;223.25;35,538.00
Oct 5, 2024 6:00 AM;Oct 5, 2024 7:00 AM;40,330.50;40,779.50;449.00;37,474.50
Oct 5, 2024 7:00 AM;Oct 5, 2024 8:00 AM;42,637.00;42,732.75;95.75;39,703.75
Oct 5, 2024 8:00 AM;Oct 5, 2024 9:00 AM;45,591.75;45,611.25;19.50;40,181.50
Oct 5, 2024 9:00 AM;Oct 5, 2024 10:00 AM;47,923.00;48,130.50;207.50;37,288.00
Oct 5, 2024 10:00 AM;Oct 5, 2024 11:00 AM;49,325.50;50,441.00;1,115.50;32,923.50
Oct 5, 2024 11:00 AM;Oct 5, 2024 12:00 PM;50,842.25;54,865.00;4,022.75;29,776.25
Oct 5, 2024 12:00 PM;Oct 5, 2024 1:00 PM;50,253.25;55,130.00;4,876.75;26,708.50
Oct 5, 2024 1:00 PM;Oct 5, 2024 2:00 PM;48,846.25;53,824.75;4,978.50;25,675.50
Oct 5, 2024 2:00 PM;Oct 5, 2024 3:00 PM;47,745.75;52,648.25;4,902.50;26,991.75
Oct 5, 2024 3:00 PM;Oct 5, 2024 4:00 PM;46,485.75;49,861.25;3,375.50;30,029.00
Oct 5, 2024 4:00 PM;Oct 5, 2024 5:00 PM;46,193.75;47,130.00;936.25;34,537.25
Oct 5, 2024 5:00 PM;Oct 5, 2024 6:00 PM;47,227.25;47,503.00;275.75;40,755.50
Oct 5, 2024 6:00 PM;Oct 5, 2024 7:00 PM;48,983.00;49,056.00;73.00;45,598.25
Oct 5, 2024 7:00 PM;Oct 5, 2024 8:00 PM;49,822.00;49,830.75;8.75;45,842.50
Oct 5, 2024 8:00 PM;Oct 5, 2024 9:00 PM;47,430.25;47,535.25;105.00;41,287.75
Oct 5, 2024 9:00 PM;Oct 5, 2024 10:00 PM;44,868.25;45,306.50;438.25;36,939.00
Oct 5, 2024 10:00 PM;Oct 5, 2024 11:00 PM;43,027.25;43,312.25;285.00;34,171.00
Oct 5, 2024 11:00 PM;Oct 6, 2024 12:00 AM;40,241.75;40,921.75;680.00;30,427.50
Oct 6, 2024 12:00 AM;Oct 6, 2024 1:00 AM;37,660.75;38,510.75;850.00;27,441.50
Oct 6, 2024 1:00 AM;Oct 6, 2024 2:00 AM;36,257.50;38,230.75;1,973.25;26,071.75
Oct 6, 2024 2:00 AM;Oct 6, 2024 3:00 AM;35,567.75;37,940.00;2,372.25;25,321.50
Oct 6, 2024 3:00 AM;Oct 6, 2024 4:00 AM;35,024.50;37,772.75;2,748.25;24,946.75
Oct 6, 2024 4:00 AM;Oct 6, 2024 5:00 AM;35,317.25;37,793.50;2,476.25;25,679.50
Oct 6, 2024 5:00 AM;Oct 6, 2024 6:00 AM;35,686.00;36,927.00;1,241.00;26,036.50
Oct 6, 2024 6:00 AM;Oct 6, 2024 7:00 AM;36,397.75;37,864.50;1,466.75;26,403.75
Oct 6, 2024 7:00 AM;Oct 6, 2024 8:00 AM;38,229.25;38,770.50;541.25;27,159.75
Oct 6, 2024 8:00 AM;Oct 6, 2024 9:00 AM;40,746.00;41,528.00;782.00;25,580.50
Oct 6, 2024 9:00 AM;Oct 6, 2024 10:00 AM;43,734.75;45,942.75;2,208.00;22,824.25
Oct 6, 2024 10:00 AM;Oct 6, 2024 11:00 AM;46,355.25;50,164.25;3,809.00;20,771.75
Oct 6, 2024 11:00 AM;Oct 6, 2024 12:00 PM;48,211.75;52,526.25;4,314.50;17,119.00
Oct 6, 2024 12:00 PM;Oct 6, 2024 1:00 PM;48,136.50;52,957.75;4,821.25;11,992.50
Oct 6, 2024 1:00 PM;Oct 6, 2024 2:00 PM;46,706.50;51,854.00;5,147.50;9,427.75
Oct 6, 2024 2:00 PM;Oct 6, 2024 3:00 PM;44,889.75;49,949.00;5,059.25;9,434.50
Oct 6, 2024 3:00 PM;Oct 6, 2024 4:00 PM;44,371.50;49,045.25;4,673.75;12,746.25
Oct 6, 2024 4:00 PM;Oct 6, 2024 5:00 PM;43,789.50;47,257.25;3,467.75;18,061.00
Oct 6, 2024 5:00 PM;Oct 6, 2024 6:00 PM;44,920.25;45,714.25;794.00;25,954.50
Oct 6, 2024 6:00 PM;Oct 6, 2024 7:00 PM;47,494.50;47,563.75;69.25;31,180.25
Oct 6, 2024 7:00 PM;Oct 6, 2024 8:00 PM;49,068.50;49,080.25;11.75;29,063.25
Oct 6, 2024 8:00 PM;Oct 6, 2024 9:00 PM;47,520.00;47,887.00;367.00;25,147.50
Oct 6, 2024 9:00 PM;Oct 6, 2024 10:00 PM;45,545.25;46,632.25;1,087.00;21,932.25
Oct 6, 2024 10:00 PM;Oct 6, 2024 11:00 PM;44,298.00;45,520.25;1,222.25;20,570.75
Oct 6, 2024 11:00 PM;Oct 7, 2024 12:00 AM;41,669.50;43,751.00;2,081.50;18,017.00
Oct 7, 2024 12:00 AM;Oct 7, 2024 1:00 AM;40,414.25;44,735.75;4,321.50;16,980.00
Oct 7, 2024 1:00 AM;Oct 7, 2024 2:00 AM;39,022.00;43,746.25;4,724.25;16,569.25
Oct 7, 2024 2:00 AM;Oct 7, 2024 3:00 AM;38,442.25;43,183.75;4,741.50;16,264.00
Oct 7, 2024 3:00 AM;Oct 7, 2024 4:00 AM;39,111.00;43,909.50;4,798.50;16,845.25
Oct 7, 2024 4:00 AM;Oct 7, 2024 5:00 AM;41,196.50;46,049.00;4,852.50;18,708.50
Oct 7, 2024 5:00 AM;Oct 7, 2024 6:00 AM;45,100.50;48,680.00;3,579.50;21,958.50
Oct 7, 2024 6:00 AM;Oct 7, 2024 7:00 AM;52,923.75;54,264.75;1,341.00;29,357.25
Oct 7, 2024 7:00 AM;Oct 7, 2024 8:00 AM;58,188.25;58,203.50;15.25;35,380.25
Oct 7, 2024 8:00 AM;Oct 7, 2024 9:00 AM;61,222.00;61,227.75;5.75;37,134.50
Oct 7, 2024 9:00 AM;Oct 7, 2024 10:00 AM;62,398.50;62,487.75;89.25;36,163.00
Oct 7, 2024 10:00 AM;Oct 7, 2024 11:00 AM;63,178.25;63,818.25;640.00;33,837.25
Oct 7, 2024 11:00 AM;Oct 7, 2024 12:00 PM;63,680.25;65,108.75;1,428.50;32,630.00
Oct 7, 2024 12:00 PM;Oct 7, 2024 1:00 PM;63,584.50;66,849.75;3,265.25;31,034.75
Oct 7, 2024 1:00 PM;Oct 7, 2024 2:00 PM;62,871.00;67,087.25;4,216.25;29,507.50
Oct 7, 2024 2:00 PM;Oct 7, 2024 3:00 PM;60,831.50;65,381.00;4,549.50;29,469.25
Oct 7, 2024 3:00 PM;Oct 7, 2024 4:00 PM;58,666.50;60,087.50;1,421.00;32,683.50
Oct 7, 2024 4:00 PM;Oct 7, 2024 5:00 PM;57,027.50;57,463.75;436.25;39,190.00
Oct 7, 2024 5:00 PM;Oct 7, 2024 6:00 PM;57,311.75;57,320.25;8.50;46,415.50
Oct 7, 2024 6:00 PM;Oct 7, 2024 7:00 PM;58,635.75;58,637.25;1.50;50,777.50
Oct 7, 2024 7:00 PM;Oct 7, 2024 8:00 PM;59,514.00;59,515.50;1.50;51,353.75
Oct 7, 2024 8:00 PM;Oct 7, 2024 9:00 PM;56,382.50;56,385.00;2.50;47,093.75
Oct 7, 2024 9:00 PM;Oct 7, 2024 10:00 PM;52,840.25;52,941.25;101.00;42,606.50
Oct 7, 2024 10:00 PM;Oct 7, 2024 11:00 PM;49,364.75;49,382.75;18.00;39,778.00
Oct 7, 2024 11:00 PM;Oct 8, 2024 12:00 AM;45,725.25;46,212.25;487.00;35,866.50
Oct 8, 2024 12:00 AM;Oct 8, 2024 1:00 AM;42,875.75;44,249.75;1,374.00;31,628.50
Oct 8, 2024 1:00 AM;Oct 8, 2024 2:00 AM;41,579.50;44,417.00;2,837.50;28,406.75
Oct 8, 2024 2:00 AM;Oct 8, 2024 3:00 AM;41,518.25;46,063.50;4,545.25;27,248.00
Oct 8, 2024 3:00 AM;Oct 8, 2024 4:00 AM;41,611.00;46,182.75;4,571.75;26,015.75
Oct 8, 2024 4:00 AM;Oct 8, 2024 5:00 AM;42,905.25;47,507.75;4,602.50;25,505.25
Oct 8, 2024 5:00 AM;Oct 8, 2024 6:00 AM;45,812.25;49,196.75;3,384.50;26,312.25
Oct 8, 2024 6:00 AM;Oct 8, 2024 7:00 AM;53,942.25;55,006.50;1,064.25;32,228.25
Oct 8, 2024 7:00 AM;Oct 8, 2024 8:00 AM;59,126.00;59,149.75;23.75;36,342.75
Oct 8, 2024 8:00 AM;Oct 8, 2024 9:00 AM;61,218.75;61,259.00;40.25;36,932.50
Oct 8, 2024 9:00 AM;Oct 8, 2024 10:00 AM;62,195.50;62,482.25;286.75;34,363.00
Oct 8, 2024 10:00 AM;Oct 8, 2024 11:00 AM;63,324.00;64,784.25;1,460.25;32,073.50
Oct 8, 2024 11:00 AM;Oct 8, 2024 12:00 PM;64,534.50;67,071.75;2,537.25;31,353.75
Oct 8, 2024 12:00 PM;Oct 8, 2024 1:00 PM;63,502.00;66,315.75;2,813.75;30,137.50
Oct 8, 2024 1:00 PM;Oct 8, 2024 2:00 PM;62,224.25;63,790.50;1,566.25;32,085.75
Oct 8, 2024 2:00 PM;Oct 8, 2024 3:00 PM;60,170.25;60,959.00;788.75;35,171.00
Oct 8, 2024 3:00 PM;Oct 8, 2024 4:00 PM;59,496.00;59,821.00;325.00;39,250.00
Oct 8, 2024 4:00 PM;Oct 8, 2024 5:00 PM;58,040.00;58,128.00;88.00;42,661.75
Oct 8, 2024 5:00 PM;Oct 8, 2024 6:00 PM;58,629.50;58,637.00;7.50;46,374.00
Oct 8, 2024 6:00 PM;Oct 8, 2024 7:00 PM;59,878.25;59,884.75;6.50;48,617.75
Oct 8, 2024 7:00 PM;Oct 8, 2024 8:00 PM;60,329.75;60,333.00;3.25;48,509.75
Oct 8, 2024 8:00 PM;Oct 8, 2024 9:00 PM;57,080.50;57,089.50;9.00;44,384.50
Oct 8, 2024 9:00 PM;Oct 8, 2024 10:00 PM;53,418.00;53,664.00;246.00;39,957.00
Oct 8, 2024 10:00 PM;Oct 8, 2024 11:00 PM;49,333.00;49,644.00;311.00;35,362.50
Oct 8, 2024 11:00 PM;Oct 9, 2024 12:00 AM;45,728.00;47,657.50;1,929.50;31,215.00
Oct 9, 2024 12:00 AM;Oct 9, 2024 1:00 AM;43,713.25;48,105.00;4,391.75;28,796.25
Oct 9, 2024 1:00 AM;Oct 9, 2024 2:00 AM;42,560.75;47,590.75;5,030.00;27,386.25
Oct 9, 2024 2:00 AM;Oct 9, 2024 3:00 AM;41,768.75;46,971.00;5,202.25;26,175.00
Oct 9, 2024 3:00 AM;Oct 9, 2024 4:00 AM;42,240.00;47,632.00;5,392.00;26,156.75
Oct 9, 2024 4:00 AM;Oct 9, 2024 5:00 AM;43,044.00;48,189.25;5,145.25;26,443.75
Oct 9, 2024 5:00 AM;Oct 9, 2024 6:00 AM;46,668.25;51,016.75;4,348.50;28,952.25
Oct 9, 2024 6:00 AM;Oct 9, 2024 7:00 AM;53,442.50;53,681.75;239.25;33,937.50
Oct 9, 2024 7:00 AM;Oct 9, 2024 8:00 AM;58,730.50;58,735.50;5.00;38,028.00
Oct 9, 2024 8:00 AM;Oct 9, 2024 9:00 AM;60,939.75;60,999.00;59.25;35,674.50
Oct 9, 2024 9:00 AM;Oct 9, 2024 10:00 AM;61,297.75;61,414.75;117.00;30,250.25
Oct 9, 2024 10:00 AM;Oct 9, 2024 11:00 AM;62,012.75;63,137.75;1,125.00;24,460.75
Oct 9, 2024 11:00 AM;Oct 9, 2024 12:00 PM;63,064.25;66,064.25;3,000.00;22,079.50
Oct 9, 2024 12:00 PM;Oct 9, 2024 1:00 PM;63,257.50;66,734.00;3,476.50;21,046.25
Oct 9, 2024 1:00 PM;Oct 9, 2024 2:00 PM;62,011.75;65,681.50;3,669.75;21,775.50
Oct 9, 2024 2:00 PM;Oct 9, 2024 3:00 PM;60,148.00;62,460.00;2,312.00;23,861.75
Oct 9, 2024 3:00 PM;Oct 9, 2024 4:00 PM;59,237.50;59,805.75;568.25;27,661.75
Oct 9, 2024 4:00 PM;Oct 9, 2024 5:00 PM;58,658.00;58,785.75;127.75;32,189.25
Oct 9, 2024 5:00 PM;Oct 9, 2024 6:00 PM;59,552.50;59,556.00;3.50;36,521.50
Oct 9, 2024 6:00 PM;Oct 9, 2024 7:00 PM;60,685.75;60,688.50;2.75;39,014.75
Oct 9, 2024 7:00 PM;Oct 9, 2024 8:00 PM;60,843.25;60,846.25;3.00;38,236.00
Oct 9, 2024 8:00 PM;Oct 9, 2024 9:00 PM;57,629.00;57,632.00;3.00;34,409.25
Oct 9, 2024 9:00 PM;Oct 9, 2024 10:00 PM;54,545.75;54,657.00;111.25;31,533.75
Oct 9, 2024 10:00 PM;Oct 9, 2024 11:00 PM;50,066.00;50,531.50;465.50;28,928.75
Oct 9, 2024 11:00 PM;Oct 10, 2024 12:00 AM;45,320.00;46,023.75;703.75;25,483.25
Oct 10, 2024 12:00 AM;Oct 10, 2024 1:00 AM;44,002.75;45,415.75;1,413.00;22,863.50
Oct 10, 2024 1:00 AM;Oct 10, 2024 2:00 AM;42,936.00;45,857.00;2,921.00;19,954.50
Oct 10, 2024 2:00 AM;Oct 10, 2024 3:00 AM;42,467.00;46,831.75;4,364.75;18,461.00
Oct 10, 2024 3:00 AM;Oct 10, 2024 4:00 AM;43,022.00;48,079.50;5,057.50;17,132.25
Oct 10, 2024 4:00 AM;Oct 10, 2024 5:00 AM;44,396.25;49,270.25;4,874.00;15,746.25
Oct 10, 2024 5:00 AM;Oct 10, 2024 6:00 AM;48,894.75;53,713.00;4,818.25;16,439.25
Oct 10, 2024 6:00 AM;Oct 10, 2024 7:00 AM;55,727.75;58,421.00;2,693.25;20,227.00
Oct 10, 2024 7:00 AM;Oct 10, 2024 8:00 AM;60,644.50;60,729.00;84.50;24,312.75
Oct 10, 2024 8:00 AM;Oct 10, 2024 9:00 AM;63,548.75;63,565.25;16.50;25,182.50
Oct 10, 2024 9:00 AM;Oct 10, 2024 10:00 AM;64,153.00;64,773.75;620.75;22,928.00
Oct 10, 2024 10:00 AM;Oct 10, 2024 11:00 AM;64,060.25;65,308.75;1,248.50;21,255.25
Oct 10, 2024 11:00 AM;Oct 10, 2024 12:00 PM;65,148.50;67,242.25;2,093.75;19,273.25
Oct 10, 2024 12:00 PM;Oct 10, 2024 1:00 PM;65,491.75;68,609.00;3,117.25;16,045.00
Oct 10, 2024 1:00 PM;Oct 10, 2024 2:00 PM;64,326.25;68,216.50;3,890.25;14,236.50
Oct 10, 2024 2:00 PM;Oct 10, 2024 3:00 PM;62,588.75;67,511.00;4,922.25;15,345.50
Oct 10, 2024 3:00 PM;Oct 10, 2024 4:00 PM;60,704.75;64,990.00;4,285.25;18,800.75
Oct 10, 2024 4:00 PM;Oct 10, 2024 5:00 PM;59,274.00;61,361.50;2,087.50;22,999.25
Oct 10, 2024 5:00 PM;Oct 10, 2024 6:00 PM;60,195.25;60,866.75;671.50;29,852.25
Oct 10, 2024 6:00 PM;Oct 10, 2024 7:00 PM;61,501.25;61,504.00;2.75;34,864.50
